省,村名,站点,编号,签约时间,开业时间,银行,卡数,存款数,卡均
河北省,衡水市武强县北代乡北平都,武强县北代乡北平都村,13110034,2013/10/30 15:41,2014/1/28 0:00,中国银行,420,1126606.8,2682.397143
河北省,衡水市武强县周家窝乡大段庄村,衡水武强县周窝镇大段庄村,13110035,2013/10/30 16:16,2014/1/24 0:00,中国银行,229,1588663.2,6937.393886
河北省,衡水市武强县豆村乡大杨庄村,衡水武强县豆村乡大杨庄村,13110036,2013/10/30 16:50,2014/1/26 0:00,中国银行,303,1734302.5,5723.770627
河北省,衡水市武强县孙庄乡张法台村,衡水武强县孙庄乡张法台村,13110037,2013/10/30 18:10,2014/1/20 0:00,中国银行,335,3279876.5,9790.676119
河北省,衡水市武强县孙庄乡西王庄,衡水武强县孙庄乡西王庄村,13110038,2013/10/31 9:04,2014/1/28 0:00,中国银行,740,1052368.6,1422.11973
河北省,石家庄市鹿泉市李村镇北许营,鹿泉区李村镇北许营村,13010001,2013/11/1 8:39,2013/5/1 0:00,中国银行,381,3988486.8,10468.46929
河北省,衡水市阜城县古城镇柳树高,阜城县古城镇柳树高村,13110044,2013/11/1 0:00,,中国银行,77,1460643.2,18969.39221
河北省,衡水市阜城县阜城镇八里屯,衡水阜城八里屯,13110054,2013/11/1 0:00,,中国银行,500,6561092,13122.184
河北省,衡水市枣强县枣强镇枣强县枣强镇范庄村,枣强县枣强镇范庄村,13110057,2013/11/4 0:00,,中国银行,2,255537.02,127768.51
河北省,衡水市枣强县肖张镇肖张镇后河村,肖张镇后河村,13110064,2013/11/4 14:37,2013/12/8 0:00,中国银行,178,354836.06,1993.461011
河北省,衡水市枣强县马屯镇马屯镇史屯村,马屯镇史屯村,13110329,2015/1/8 14:16,,中国银行,160,1627969.8,10174.81125
河北省,衡水市饶阳县留楚乡西段村,饶阳县留楚乡西段村,13110073,2013/11/5 8:47,2013/10/24 0:00,中国银行,1187,4526212,3813.152485
河北省,衡水市饶阳县大官亭乡段庄村,饶阳县官亭镇段庄村,13110075,2013/11/5 14:13,2013/10/25 0:00,中国银行,240,2988618.5,12452.57708
河北省,衡水市饶阳县大官亭乡西岐河,饶阳县官亭镇西岐河村,13110076,2013/11/5 15:20,2013/11/24 0:00,中国银行,224,1774843.8,7923.409821
河北省,衡水市冀州市码头李镇东羡,码头李镇东羡村,13110077,2013/11/6 10:41,,中国银行,255,354809.44,1391.409569
河北省,衡水市饶阳县大官亭乡李岗村,饶阳县官亭镇李岗村,13110080,2013/11/6 14:22,,中国银行,588,2718865.2,4623.920408
河北省,衡水市饶阳县大尹村镇大尹村,饶阳县大尹村镇大尹村,13110081,2013/11/6 16:36,2013/9/28 0:00,中国银行,1515,8286897,5469.89901
河北省,衡水市枣强县肖张镇肖张镇程杨村,肖张镇程杨村,13110085,2013/11/7 14:01,2014/3/26 0:00,中国银行,656,3780416.8,5762.830488
河北省,衡水市景县北留智镇第三排村,景县北留智镇第三前排村,13110086,2013/11/9 8:36,2014/5/31 0:00,中国银行,167,1550967.5,9287.230539
河北省,衡水市景县北留智镇常东,景县北留智常庄科东村,13110087,2013/11/9 0:00,,中国银行,463,5726606,12368.47948
河北省,衡水市冀州市码头李镇烟家雾村,码头李镇烟家雾村,13110088,2013/11/11 10:26,,中国银行,332,1644656.2,4953.783735
河北省,衡水市冀州市徐家庄乡徐庄乡庄子头村,徐庄乡庄子头村,13110089,2013/11/11 10:52,2014/3/16 0:00,中国银行,340,8383556,24657.51765
河北省,衡水市桃城区郑家河沿镇南沼,桃城区河沿镇南沼村,13110090,2013/11/12 8:50,,中国银行,681,34605336,50815.47137
河北省,衡水市深州市唐奉镇黄疃,唐奉镇黄疃村,13110095,2013/11/20 11:43,,中国银行,188,1231285.1,6549.38883
河北省,衡水市深州市护驾迟镇西王庄,护迟镇西王庄,13110098,2013/11/20 14:46,,中国银行,125,1315145.9,10521.1672
河北省,衡水市深州市唐奉镇大疃新村,唐奉镇大疃新村,13110099,2013/11/20 14:50,,中国银行,627,3753367.5,5986.232057
河北省,衡水市深州市大冯营乡中李,大冯营乡中李村,13110103,2013/11/21 9:16,2014/3/30 0:00,中国银行,397,3718074.5,9365.426952
河北省,衡水市阜城县漫河乡许家铺村,衡水阜城县漫河乡许家铺村,13110108,2013/12/5 0:00,,中国银行,381,2241846.5,5884.111549
河北省,衡水市深州市深州镇礼门寺,深州镇礼门寺村,13110111,2013/12/5 16:55,2013/7/10 0:00,中国银行,163,1984074.6,12172.23681
河北省,衡水市深州市唐奉镇里边营,唐奉镇里边营,13110112,2013/12/5 17:02,,中国银行,186,1854228.1,9968.96828
河北省,衡水市深州市东安庄乡东安庄乡西阳台村,衡水深州西阳台,13110114,2013/12/9 16:07,,中国银行,0,0,\N
河北省,衡水市深州市穆村乡庄火头,穆村乡庄火头村,13110115,2013/12/9 16:35,,中国银行,411,5609952.5,13649.51947
河北省,衡水市武强县北代乡张北召什,衡水武强县北代乡张北召什村,13110116,2013/12/9 17:15,2014/1/20 0:00,中国银行,354,3596807.5,10160.47316
河北省,沧州市盐山县千童镇南街,盐山县千童镇南街村,13090001,2013/12/17 9:01,2013/12/5 0:00,中国银行,501,2809583,5607.9501
河北省,衡水市枣强县唐林乡唐林治江农资,唐林治江农资,13110117,2013/12/17 11:31,2014/3/28 0:00,中国银行,99,108212.79,1093.058485
河北省,衡水市桃城区邓家庄乡大葛村,衡水桃城区大葛村,13110118,2013/12/20 0:00,,中国银行,158,1423318.4,9008.344304
河北省,衡水市武邑县韩庄镇大赵村,韩庄镇大赵村,13110119,2013/12/20 14:05,,中国银行,305,722121.1,2367.610164
河北省,衡水市武邑县肖桥头镇青塚村,桥头镇青塚村,13110120,2013/12/25 15:56,,中国银行,154,395531.3,2568.385065
河北省,衡水市冀州市冀州镇黄沙村,冀州镇黄沙村,13110123,2013/12/26 10:59,,中国银行,657,4041713.2,6151.770472
河北省,张家口市蔚县宋家庄镇上苏庄,蔚县宋家庄镇上苏庄村,13070001,2013/12/26 11:53,,中国银行,366,847693.1,2316.101366
河北省,张家口市蔚县代王城镇张中堡,蔚县代王城镇张中堡村,13070002,2013/12/26 13:52,,中国银行,601,1295280.1,2155.208153
河北省,沧州市盐山县圣佛镇西圣佛,盐山县圣佛镇西圣佛村,13090002,2013/12/26 16:08,2013/11/28 0:00,中国银行,2039,10101280,4954.036292
河北省,沧州市泊头市王武庄乡王武村,泊头市王武镇王武村,13090004,2013/12/27 13:48,2013/12/26 0:00,中国银行,486,4765728,9806.024691
河北省,沧州市东光县于桥乡桐梨村,任丘市北汉乡前桐梨村,13090007,2013/12/27 14:18,2013/12/27 0:00,中国银行,147,518798.66,3529.242585
河北省,沧州市任邱市苟各庄镇郑召村,任丘市苟各庄镇郑召村,13090008,2013/12/27 14:38,2013/12/20 0:00,中国银行,155,2650518,17100.11613
河北省,沧州市沧县旧州镇东庞河村,沧县旧州镇东庞河村,13090009,2013/12/27 14:58,2013/12/13 0:00,中国银行,237,2081127,8781.126582
河北省,沧州市河间市瀛州镇林豆万村,河间市瀛州镇林豆万村,13090010,2013/12/27 15:21,2014/1/17 0:00,中国银行,333,858404.2,2577.79039
河北省,张家口市蔚县北水泉镇北马圈村,蔚县北水泉镇北马圈村,13070003,2013/12/31 11:34,,中国银行,570,360427.16,632.328351
河北省,邯郸市永年县西苏乡永年方头固村,永年县西苏乡方头固村,13040005,2014/1/1 22:01,2014/1/9 0:00,中国银行,259,3697927.8,14277.71351
河北省,邯郸市永年县西苏乡双陵村,永年县西苏乡双陵村,13040006,2014/1/1 22:02,2014/1/9 0:00,中国银行,963,6786021.5,7046.751298
河北省,沧州市孟村回族自治县牛进庄乡塔上村,孟村县牛进庄乡塔上村,13090013,2014/1/1 22:44,2013/12/18 0:00,中国银行,290,3007476.8,10370.60966
河北省,沧州市孟村回族自治县宋庄子乡东宋村,孟村县宋庄子乡东宋村,13090014,2014/1/1 23:08,2013/12/19 0:00,中国银行,446,3256662.5,7301.933857
河北省,沧州市南皮县南皮镇西街,南皮县寨子镇西街村,13090015,2014/1/1 23:16,2013/12/23 0:00,中国银行,887,12809112,14440.93799
安徽省,滁州市明光市张八岭镇老三界,明光市三界镇三界村福乐家便利店,34110001,2014/1/2 10:47,,建设银行,313,2113273.5,6751.672524
河北省,沧州市孟村回族自治县宋庄子乡张院村,孟村县宋庄子乡张院村,13090016,2014/1/2 11:14,2013/12/26 0:00,中国银行,147,1086283.5,7389.683673
河北省,沧州市盐山县小营乡小庄村,盐山县小庄乡南徐小庄村,13090017,2014/1/2 13:19,2013/12/11 0:00,中国银行,478,2427545.2,5078.546444
河北省,沧州市青县农场虚拟乡农场三分场,青县国营农场第三分场,13090018,2014/1/2 13:51,2013/12/2 0:00,中国银行,649,6262563,9649.557781
河北省,沧州市青县清州镇罗家店,青县清州镇罗家店村,13090019,2014/1/2 15:04,2014/1/22 0:00,中国银行,695,9930231,14288.10216
河北省,沧州市青县上伍乡欧辛庄,青县欧辛庄村,13090022,2014/1/4 0:00,,中国银行,354,3107982.2,8779.610734
河北省,沧州市青县上伍乡清河庄村,青县上伍乡清和庄村,13090023,2014/1/4 0:00,,中国银行,168,1732085.6,10310.03333
河北省,沧州市青县金牛镇觉道庄村,青县金牛镇觉道庄村,13090024,2014/1/4 0:00,,中国银行,205,1639728.9,7998.677561
河北省,沧州市青县木门店镇崇仙村,青县崇仙,13090025,2014/1/4 0:28,2014/1/30 0:00,中国银行,347,2953504.8,8511.54121
河北省,沧州市献县河城街镇小屯村,献县河城街镇小屯村,13090026,2014/1/4 10:02,2014/1/24 0:00,中国银行,686,6228809.5,9079.89723
河北省,沧州市黄骅市常郭乡李子札村,黄骅市常郭镇李子札村,13090027,2014/1/4 10:03,2013/12/30 0:00,中国银行,1093,25642494,23460.65325
河北省,沧州市黄骅市港城开发区新村乡冯家堡村,沧州市渤海新区冯家堡村,13090028,2014/1/4 10:04,2014/1/4 0:00,中国银行,641,23170934,36148.10296
河北省,沧州市青县清州镇耿官屯,青县清州镇耿官屯村,13090029,2014/1/4 0:00,,中国银行,949,28682096,30223.4942
河北省,邯郸市武安市石洞乡青烟寺村,武安市石洞乡青烟寺村,13040007,2014/1/6 0:09,2014/1/10 0:00,中国银行,273,15683807,57449.84249
河北省,邯郸市峰峰矿区临水镇西泉头村,峰峰矿区临水镇西泉头,13040008,2014/1/6 8:48,2014/1/19 0:00,中国银行,1765,49098816,27818.02606
河北省,邯郸市成安县商城镇秦连庄村,成安县商城镇秦连庄,13040009,2014/1/6 8:49,2014/1/10 0:00,中国银行,251,1200113.1,4781.327092
河北省,衡水市桃城区彭杜村乡刘家南田村,桃城区彭杜乡刘家南田村,13110124,2014/1/7 14:31,,中国银行,382,10112888,26473.5288
河北省,沧州市海兴县辛集镇辛集村,海兴县辛集镇辛集村,13090030,2014/1/8 10:50,2014/1/8 0:00,中国银行,690,10696196,15501.73333
河北省,衡水市冀州市徐家庄乡北褚宜,徐庄乡北褚宜村,13110125,2014/1/8 14:41,2013/10/13 0:00,中国银行,396,2600507,6566.936869
河北省,衡水市冀州市南午村镇赵伯舍,南午村镇赵伯舍村,13110127,2014/1/8 14:48,2013/12/8 0:00,中国银行,327,3156821,9653.88685
河北省,衡水市冀州市徐家庄乡东千家村,徐庄乡东千村,13110128,2014/1/8 14:51,2013/9/30 0:00,中国银行,473,6671704,14105.08245
河北省,衡水市冀州市南午村镇大伯舍,南午村镇大伯舍村,13110129,2014/1/8 14:52,2013/10/9 0:00,中国银行,207,1366366,6600.801932
河北省,衡水市冀州市冀州镇圭庄,官道李镇圭庄村,13110130,2014/1/8 14:53,2013/10/30 0:00,中国银行,133,1035474.44,7785.522105
河北省,衡水市冀州市官道李镇范家庄村,官道李镇范家庄村,13110131,2014/1/8 14:54,2013/10/27 0:00,中国银行,473,8512960,17997.80127
河北省,衡水市冀州市冀州镇宋寨村,冀州镇宋家寨村,13110132,2014/1/8 14:55,2013/12/11 0:00,中国银行,0,0,\N
河北省,衡水市冀州市北漳淮乡西南王村,北漳淮乡西南王村,13110133,2014/1/8 14:57,2013/12/15 0:00,中国银行,367,1314381.2,3581.420163
河北省,衡水市冀州市南午村镇燕家庄,南午村镇燕家庄,13110134,2014/1/8 16:33,2013/12/13 0:00,中国银行,167,1232546.8,7380.51976
河北省,衡水市冀州市小寨乡小寨村,小寨乡小寨村,13110135,2014/1/8 16:36,,中国银行,347,1917657.8,5526.391354
河北省,衡水市饶阳县大尹村镇大王庄村,饶阳县大尹村镇大王庄村,13110138,2014/1/8 16:52,,中国银行,479,1322882.5,2761.758873
河北省,衡水市饶阳县五公镇五公村,饶阳县五公镇五公村,13110139,2014/1/8 16:53,2013/12/5 0:00,中国银行,239,3604155.8,15080.14979
河北省,衡水市饶阳县留楚乡大齐村,饶阳县留楚乡大齐村,13110140,2014/1/8 16:56,2014/4/2 0:00,中国银行,308,8852704,28742.54546
河北省,衡水市饶阳县留楚乡合我村,饶阳县留楚乡合我村,13110141,2014/1/8 16:57,,中国银行,71,736662.1,10375.52254
河北省,衡水市景县北留智镇赵桥村,景县北留智镇赵桥村,13110143,2014/1/8 18:21,2014/6/1 0:00,中国银行,189,280394.38,1483.568148
河北省,衡水市枣强县枣强镇崔村铺村,枣强镇崔村铺,13110144,2014/1/8 19:10,2014/3/20 0:00,中国银行,450,7507500.5,16683.33444
河北省,衡水市枣强县张秀屯乡大张庄村,张秀屯镇大张庄村,13110084,2013/11/7 13:53,,中国银行,370,7570107,20459.74865
河北省,沧州市孟村回族自治县孟村镇自来屯北街,孟村县孟村镇自来屯北街,13090032,2014/1/9 19:23,2014/1/10 0:00,中国银行,406,34633992,85305.39902
河北省,沧州市黄骅市羊三木乡刘皮庄村,黄骅市羊三木乡刘皮庄村,13090033,2014/1/9 19:31,2014/1/18 0:00,中国银行,532,3352432.5,6301.56485
河北省,邯郸市磁县磁州镇张庄村,磁县磁州镇张庄村,13040011,2014/1/9 22:26,2014/1/13 0:00,中国银行,201,3539303,17608.47264
河北省,邯郸市磁县西固义乡徐家沟二街村,磁县西固义乡徐家沟二村,13040012,2014/1/9 22:27,2014/1/13 0:00,中国银行,305,18181672,59612.03934
河北省,沧州市泊头市寺门村镇韩集村,泊头市寺门村镇韩集村,13090034,2014/1/10 9:48,2014/1/10 0:00,中国银行,216,1473588.2,6822.167593
河北省,沧州市青县上伍乡小许庄村,青县上伍乡小许庄村,13090037,2014/1/10 0:00,,中国银行,131,883604.94,6745.075878
河北省,沧州市青县清州镇泉流庄村,青县清州镇泉流庄村,13090038,2014/1/10 21:55,2014/1/9 0:00,中国银行,664,8077916,12165.53615
河北省,沧州市东光县找王镇大曹村,东光县找王镇大曹村,13090040,2014/1/11 11:45,2013/12/23 0:00,中国银行,182,3266294.5,17946.67308
河北省,邯郸市邯郸县河沙镇镇南泊村,邯郸县河砂镇南泊村,13040013,2014/1/14 13:13,2014/1/16 0:00,中国银行,803,8390098,10448.44085
河北省,沧州市吴桥县安陵镇南魏村,吴桥县安陵镇南魏村,13090042,2014/1/15 23:16,2014/1/18 0:00,中国银行,428,5110138,11939.57477
河北省,沧州市黄骅市滕庄子乡朱里口村,黄骅市滕庄子朱里口,13090043,2014/1/15 23:25,2014/1/21 0:00,中国银行,561,5220392,9305.511586
河北省,沧州市沧县汪家铺乡杨桥村,沧县汪家铺乡杨桥村,13090044,2014/1/15 23:34,,中国银行,374,3578555.2,9568.329412
河北省,邯郸市临漳县张村集乡黄凯河村,临漳县张村集乡黄开河村,13040016,2014/1/16 7:55,2014/1/16 0:00,中国银行,506,1267324.6,2504.594071
河北省,衡水市冀州市小寨乡北大方村,小寨乡北大方村,13110145,2014/1/16 9:54,2013/12/16 0:00,中国银行,55,321648.72,5848.158545
河北省,沧州市海兴县青锋农场青锋农场,海兴县青锋农场,13090045,2014/1/17 10:32,2014/1/17 0:00,中国银行,307,4128800,13448.85994
河北省,衡水市饶阳县留楚乡北空城村,饶阳县合方区北空城村,13110146,2014/1/17 11:46,,中国银行,714,1525263.9,2136.22395
河北省,衡水市深州市东安庄乡西安庄,东安庄乡西安庄村,13110147,2014/1/17 13:23,2013/9/10 0:00,中国银行,648,5891500.5,9091.821759
安徽省,滁州市定远县七里塘乡孙集街道,杨开锋通讯服务部,34110003,2014/1/18 9:54,,建设银行,297,209401.56,705.055758
河北省,沧州市黄骅市官庄乡吕郭庄村,黄骅市官庄乡吕郭庄村,13090046,2014/1/19 0:00,,中国银行,226,99453.49,440.05969
河北省,沧州市南皮县潞灌乡焦山寺村,南皮县潞灌乡焦山寺村,13090047,2014/1/19 23:45,2014/1/21 0:00,中国银行,501,5083748,10147.2016
河北省,沧州市南皮县潞灌乡凤翔村,南皮县潞灌乡凤翔村,13090048,2014/1/19 23:58,2014/1/26 0:00,中国银行,297,3288035.8,11070.82761
河北省,邯郸市邯山区北张庄镇大隐豹村,邯郸县北张庄镇大隐豹村,13040017,2014/1/20 21:22,2014/1/21 0:00,中国银行,572,1785463.5,3121.439685
河北省,沧州市任邱市开发区管理委员会八里屯村,开发区八里屯助农取款点,13090049,2014/1/22 9:35,2014/1/19 0:00,中国银行,688,32156010,46738.38663
河北省,沧州市沧县仵龙堂乡王官屯村,沧县仵龙堂乡王官屯村,13090050,2014/1/23 13:36,2014/1/26 0:00,中国银行,120,2165434.2,18045.285
河北省,邯郸市成安县商城镇义井庄村,成安县商城镇义井庄,13040020,2014/1/24 8:38,2014/1/13 0:00,中国银行,175,618360.2,3533.486857
河北省,沧州市青县清州镇刘缺屯村,青县清州镇刘缺屯村,13090051,2014/1/24 0:00,,中国银行,152,1197485.4,7878.193421
河北省,邯郸市磁县时村营乡时村营村,磁县时村营乡时村营村,13040023,2014/1/24 16:12,,中国银行,788,3628835.2,4605.120812
河北省,邯郸市磁县讲武城镇申庄村,磁县申庄乡申庄村,13040025,2014/1/24 20:46,2014/3/19 0:00,中国银行,332,12354199,37211.44277
河北省,邯郸市磁县花官营乡东城营村,磁县花官营镇花官营村,13040026,2014/1/24 20:47,2014/6/15 0:00,中国银行,1043,6170179,5915.799616
河北省,沧州市泊头市洼里王镇贾庄村,泊头市郝村镇贾庄村,13090053,2014/1/24 23:18,2014/2/21 0:00,中国银行,355,4032246.2,11358.44
河北省,沧州市泊头市文庙镇滑庄村,泊头市文庙镇滑庄村,13090055,2014/1/24 23:33,2014/3/20 0:00,中国银行,426,197764.72,464.236432
河北省,沧州市任邱市苟各庄镇枣林庄二村,任丘市苟各庄镇枣林庄村,13090056,2014/1/24 23:38,2013/1/27 0:00,中国银行,163,2890749,17734.65644
河北省,沧州市孟村回族自治县宋庄子乡东姜官屯,孟村县宋庄子东姜官屯,13090057,2014/1/24 23:42,2014/1/20 0:00,中国银行,653,8155483,12489.25421
河北省,沧州市任邱市吕公堡镇毕村,任丘市吕公堡镇毕村,13090058,2014/1/24 23:48,,中国银行,130,847909,6522.376923
河北省,沧州市沧县风化店乡大白头村,沧县风化店乡大白头村,13090059,2014/1/24 23:52,2014/2/21 0:00,中国银行,292,3435970.5,11767.02226
河北省,沧州市孟村回族自治县新县镇大堤东村,孟村县新县镇堤东村,13090062,2014/1/25 19:56,2014/4/23 0:00,中国银行,160,5329980.5,33312.37813
河北省,沧州市黄骅市官庄乡孔家庄村,中捷产业园区孔家庄,13090064,2014/1/25 0:00,,中国银行,473,7880509.5,16660.69662
河北省,沧州市青县马厂镇王维官屯村,青县马厂镇王维屯村,13090065,2014/1/25 20:19,2014/3/4 0:00,中国银行,204,1219781.4,5979.320588
河北省,沧州市吴桥县铁城镇双刘店村,吴桥县铁城镇双刘店村,13090066,2014/1/25 21:00,2014/3/20 0:00,中国银行,297,5845939,19683.2963
河北省,沧州市青县马厂镇刘世印屯村,青县马厂镇刘世印屯,13090068,2014/1/26 0:06,,中国银行,2029,8795190,4334.741252
河北省,沧州市黄骅市国营中捷农场虚拟乡南排河,黄骅市南排河镇居委会,13090069,2014/1/26 10:55,2014/1/26 0:00,中国银行,1199,22027444,18371.51293
河北省,沧州市黄骅市黄骅镇后街村,黄骅市黄骅镇后街村,13090070,2014/1/26 0:00,,中国银行,410,24358732,59411.54146
河北省,沧州市孟村回族自治县宋庄子乡许村,孟村县宋庄子乡许村,13090071,2014/1/26 14:23,2014/1/14 0:00,中国银行,637,1672323,2625.310832
河北省,张家口市蔚县代王城镇代王城镇石家庄村,蔚县代王城镇石家庄村,13070005,2014/1/26 21:57,,中国银行,215,547105.5,2544.676744
河北省,邯郸市成安县长巷乡封边营村,成安县长苑镇封边董,13040029,2014/1/27 10:34,,中国银行,582,5442441.5,9351.274055
河北省,邯郸市成安县长巷乡吴村,成安县长巷乡吴村,13040030,2014/1/27 10:35,,中国银行,765,7949406,10391.38039
河北省,沧州市海兴县赵毛陶乡大张庄村,海兴县赵毛陶乡大张庄村,13090072,2014/1/30 13:35,2014/1/30 0:00,中国银行,116,988378,8520.5
河北省,邯郸市成安县成安镇北阳村,成安县成安乡北阳村,13040031,2014/2/9 22:08,2014/4/10 0:00,中国银行,619,3988380,6443.263328
河北省,邯郸市成安县李家疃镇郑家庄村,成安县李家疃镇郑家庄,13040035,2014/2/9 22:21,,中国银行,341,2706992,7938.392962
河北省,邯郸市成安县道东堡乡大堤西村,成安县道东堡乡大堤西,13040036,2014/2/9 22:23,2014/3/22 0:00,中国银行,848,7941571.5,9365.060731
河北省,沧州市盐山县孟店乡乔庄,盐山县孟店乡乔庄村,13090073,2014/2/11 12:06,2014/2/11 0:00,中国银行,194,1603203.8,8263.937113
河北省,邯郸市磁县高臾镇高臾村,磁县高臾镇高臾村,13040037,2014/2/11 20:21,2014/3/19 0:00,中国银行,179,3116464.5,17410.4162
河北省,邯郸市磁县路村营乡路村营村,磁县路村营乡路村营村,13040038,2014/2/11 20:22,,中国银行,826,3417077.5,4136.8977
河北省,邯郸市永年县刘营乡榆林东村,永年县刘营乡榆林村,13040041,2014/2/12 21:23,,中国银行,202,3846382.8,19041.49901
河北省,邯郸市永年县小龙马乡马到固村,永年县小龙马乡马道固村,13040047,2014/2/13 20:59,2014/3/29 0:00,中国银行,224,3213938,14347.9375
河北省,沧州市海兴县苏基镇张常丰村,海兴县苏基镇张常丰村,13090074,2014/2/14 0:01,2013/12/20 0:00,中国银行,279,2142110,7677.81362
河北省,沧州市东光县东光镇东安屯村,东光县东光镇东安屯村,13090075,2014/2/14 0:05,2014/1/28 0:00,中国银行,724,14375330,19855.42818
河北省,衡水市深州市东安庄乡西景萌,东安庄乡西景萌,13110150,2014/2/14 11:54,2013/7/2 0:00,中国银行,647,15879331,24543.01546
河北省,衡水市桃城区何家庄乡大屯村,桃城区大屯村,13110151,2014/2/15 11:25,,中国银行,360,3771053.5,10475.14861
河北省,邯郸市永年县大北汪镇南正里村,永年县大北汪镇南正里村,13040053,2014/2/16 8:55,,中国银行,264,4937967,18704.42046
河北省,邯郸市成安县漳河店镇姜营村,成安县漳河店乡姜营村,13040054,2014/2/16 8:56,2014/5/27 0:00,中国银行,220,915985.4,4163.57
河北省,邯郸市成安县北乡义乡大寨村,成安县北乡义乡大寨村,13040055,2014/2/16 8:56,2014/5/27 0:00,中国银行,189,805872.4,4263.875132
河北省,邯郸市邯郸县河沙镇镇北文庄村,邯郸县河沙镇北文庄村,13040061,2014/2/16 21:33,,中国银行,734,5269689,7179.412807
安徽省,滁州市明光市司巷乡司巷,明光市司巷周艳便利店,34110004,2014/2/19 9:33,,建设银行,350,1224984.6,3499.956
河北省,沧州市孟村回族自治县新县镇孙楼,孟村县孟村镇孙家楼村,13090076,2014/2/19 17:33,2014/1/14 0:00,中国银行,245,1701030,6942.979592
河北省,邯郸市临漳县称勾集镇称西村,临漳县称勾镇称勾集村,13040065,2014/2/19 19:15,,中国银行,792,2060267.5,2601.347854
