,省,村名,站点,编号,签约时间,开业时间,银行,卡数,存款数,卡均,开业时间2,签约时间2,存款数2
0,河北省,衡水市冀州市南午村镇王瓦窑,南午村镇王瓦窑村,13110001,2013-10-22 14:13:00,2013-07-06 00:00:00,中国银行,629,10090000.0,16041.33545,1137,1028,1009.0
1,河北省,衡水市深州市穆村乡王庄村,穆村乡王庄,13110002,2013-10-22 16:53:00,2013-04-18 00:00:00,中国银行,689,12070000.0,17518.14224,1216,1028,1207.0
2,河北省,衡水市饶阳县东里满乡固店,饶阳县东里满乡固店村,13110004,2013-10-28 14:15:00,2013-09-17 00:00:00,中国银行,574,5600000.0,9756.097561,1064,1022,560.0
3,河北省,衡水市饶阳县东里满乡小堤村,饶阳县东里满乡小堤村,13110005,2013-10-28 14:47:00,,中国银行,889,12260000.0,13790.77615,-9223372036854775808,1022,1226.0
4,河北省,衡水市饶阳县东里满乡桑园,饶阳县东里满乡桑园村,13110006,2013-10-28 15:15:00,2013-07-14 00:00:00,中国银行,403,4140000.0,10272.95285,1129,1022,414.0
5,河北省,衡水市饶阳县五公镇北官庄村,饶阳县五公镇北官庄村,13110007,2013-10-28 15:37:00,2013-08-26 00:00:00,中国银行,467,6330000.0,13554.60385,1086,1022,633.0
6,河北省,衡水市饶阳县大官亭乡西张岗,饶阳县官亭镇西张岗村,13110008,2013-10-28 15:59:00,2013-07-17 00:00:00,中国银行,328,2610000.0,7957.317073,1126,1022,261.0
7,河北省,衡水市深州市唐奉镇赵八庄村,唐奉镇赵八庄,13110009,2013-10-28 16:57:00,,中国银行,1445,15300000.0,10588.23529,-9223372036854775808,1022,1530.0
8,河北省,衡水市深州市太古庄乡郭庄村,高古庄镇郭庄,13110010,2013-10-28 17:18:00,2013-05-15 00:00:00,中国银行,415,3340000.0,8048.192771,1189,1022,334.0
9,河北省,衡水市冀州市西王镇水泊张,西王镇水泊张村,13110011,2013-10-29 09:21:00,2013-08-28 00:00:00,中国银行,268,1600000.0,5970.149254,1084,1021,160.0
10,河北省,衡水市冀州市门庄乡东堤北村,门庄乡东堤北村,13110012,2013-10-29 09:35:00,2013-06-05 00:00:00,中国银行,1827,31340000.0,17153.80405,1168,1021,3134.0
11,河北省,衡水市冀州市南午村镇孟岭,南午村镇孟岭村,13110014,2013-10-29 10:21:00,2013-08-27 00:00:00,中国银行,497,4690000.0,9436.619718,1085,1021,469.0
12,河北省,衡水市冀州市南午村镇田村,南午村镇田村,13110015,2013-10-29 10:45:00,2013-08-24 00:00:00,中国银行,474,6660000.0,14050.63291,1088,1021,666.0
13,河北省,衡水市冀州市西王镇西吕津,西王镇西吕津村,13110016,2013-10-29 11:01:00,2013-09-03 00:00:00,中国银行,1234,20490000.0,16604.53809,1078,1021,2049.0
14,河北省,衡水市枣强县马屯镇吉科村,马屯镇吉科村,13110017,2013-10-29 15:24:00,2013-09-18 00:00:00,中国银行,203,100000.0,492.610837,1063,1021,10.0
15,河北省,衡水市饶阳县大尹村镇大迁民,饶阳县大尹村镇大迁民庄,13110018,2013-10-29 16:32:00,2013-09-13 00:00:00,中国银行,496,7900000.0,15927.41936,1068,1021,790.0
16,河北省,衡水市饶阳县大尹村镇南流满村,饶阳县大尹村镇南流满村,13110019,2013-10-29 16:50:00,,中国银行,283,840000.0,2968.19788,-9223372036854775808,1021,84.0
17,河北省,衡水市桃城区赵家圈镇前王家村,赵圈镇前王庄村,13110021,2013-10-30 10:05:00,,中国银行,336,6060000.0,18035.71429,-9223372036854775808,1020,606.0
18,河北省,衡水市武邑县赵桥镇夹河村,赵桥镇夹河村,13110022,2013-10-30 10:22:00,,中国银行,302,2070000.0,6854.304636,-9223372036854775808,1020,207.0
19,河北省,衡水市枣强县新屯乡新屯镇西岳庄,新屯镇西岳庄,13110023,2013-10-30 11:05:00,,中国银行,91,340000.0,3736.263736,-9223372036854775808,1020,34.0
20,河北省,衡水市枣强县马屯镇肖张镇张仓口,肖张镇张仓口,13110024,2013-10-30 11:28:00,2013-12-26 00:00:00,中国银行,104,1380000.0,13269.23077,964,1020,138.0
21,河北省,衡水市枣强县嘉会镇嘉会镇马田村,嘉会镇马田村,13110025,2013-10-30 11:38:00,2013-10-08 00:00:00,中国银行,286,5460000.0,19090.90909,1043,1020,546.0
22,河北省,衡水市武强县街关镇郑家,武强县街关镇郑家村,13110030,2013-10-30 14:13:00,2014-01-23 00:00:00,中国银行,186,1690000.0,9086.021505,936,1020,169.0
23,河北省,衡水市安平县大何庄乡长汝,大何庄乡长汝村,13110031,2013-10-30 14:44:00,,中国银行,618,4760000.0,7702.265372,-9223372036854775808,1020,476.0
24,河北省,衡水市安平县南王庄镇南王庄,南王庄镇南王庄村,13110032,2013-10-30 14:55:00,2013-11-26 00:00:00,中国银行,907,19550000.0,21554.57552,994,1020,1955.0
25,河北省,衡水市武强县豆村乡南孙庄,武强县豆村乡南孙庄村,13110033,2013-10-30 15:25:00,,中国银行,191,2850000.0,14921.46597,-9223372036854775808,1020,285.0
26,河北省,衡水市武强县北代乡北平都,武强县北代乡北平都村,13110034,2013-10-30 15:41:00,2014-01-28 00:00:00,中国银行,429,1250000.0,2913.752914,931,1020,125.0
27,河北省,衡水市武强县周家窝乡大段庄村,衡水武强县周窝镇大段庄村,13110035,2013-10-30 16:16:00,2014-01-24 00:00:00,中国银行,236,1500000.0,6355.932203,935,1020,150.0
28,河北省,衡水市武强县豆村乡大杨庄村,衡水武强县豆村乡大杨庄村,13110036,2013-10-30 16:50:00,2014-01-26 00:00:00,中国银行,306,2050000.0,6699.346405,933,1020,205.0
29,河北省,衡水市武强县孙庄乡张法台村,衡水武强县孙庄乡张法台村,13110037,2013-10-30 18:10:00,2014-01-20 00:00:00,中国银行,388,3170000.0,8170.103093,939,1020,317.0
30,河北省,衡水市武强县孙庄乡西王庄,衡水武强县孙庄乡西王庄村,13110038,2013-10-31 09:04:00,2014-01-28 00:00:00,中国银行,763,1230000.0,1612.057667,931,1019,123.0
31,河北省,石家庄市鹿泉市李村镇北许营,鹿泉区李村镇北许营村,13010001,2013-11-01 08:39:00,2013-05-01 00:00:00,中国银行,448,54000000.0,120535.7143,1203,1018,5400.0
32,河北省,衡水市阜城县古城镇柳树高,阜城县古城镇柳树高村,13110044,2013-11-01 00:00:00,,中国银行,90,2470000.0,27444.44444,-9223372036854775808,1019,247.0
33,河北省,衡水市阜城县阜城镇八里屯,衡水阜城八里屯,13110054,2013-11-01 00:00:00,,中国银行,735,7380000.0,10040.81633,-9223372036854775808,1019,738.0
34,河北省,衡水市枣强县枣强镇枣强县枣强镇范庄村,枣强县枣强镇范庄村,13110057,2013-11-04 00:00:00,,中国银行,2,250000.0,125000,-9223372036854775808,1016,25.0
35,河北省,衡水市枣强县肖张镇肖张镇后河村,肖张镇后河村,13110064,2013-11-04 14:37:00,2013-12-08 00:00:00,中国银行,314,230000.0,732.484076,982,1015,23.0
36,河北省,衡水市枣强县马屯镇马屯镇史屯村,马屯镇史屯村,13110329,2015-01-08 14:16:00,,中国银行,293,2060000.0,7030.716724,-9223372036854775808,585,206.0
37,河北省,衡水市饶阳县留楚乡西段村,饶阳县留楚乡西段村,13110073,2013-11-05 08:47:00,2013-10-24 00:00:00,中国银行,1274,5280000.0,4144.427002,1027,1014,528.0
38,河北省,衡水市饶阳县大官亭乡段庄村,饶阳县官亭镇段庄村,13110075,2013-11-05 14:13:00,2013-10-25 00:00:00,中国银行,272,4470000.0,16433.82353,1026,1014,447.0
39,河北省,衡水市饶阳县大官亭乡西岐河,饶阳县官亭镇西岐河村,13110076,2013-11-05 15:20:00,2013-11-24 00:00:00,中国银行,229,1890000.0,8253.275109,996,1014,189.0
40,河北省,衡水市冀州市码头李镇东羡,码头李镇东羡村,13110077,2013-11-06 10:41:00,,中国银行,270,690000.0,2555.555556,-9223372036854775808,1013,69.0
41,河北省,衡水市饶阳县大官亭乡李岗村,饶阳县官亭镇李岗村,13110080,2013-11-06 14:22:00,,中国银行,675,4100000.0,6074.074074,-9223372036854775808,1013,410.0
42,河北省,衡水市饶阳县大尹村镇大尹村,饶阳县大尹村镇大尹村,13110081,2013-11-06 16:36:00,2013-09-28 00:00:00,中国银行,2071,15470000.0,7469.821342,1053,1013,1547.0
43,河北省,衡水市枣强县肖张镇肖张镇程杨村,肖张镇程杨村,13110085,2013-11-07 14:01:00,2014-03-26 00:00:00,中国银行,681,5690000.0,8355.359765,874,1012,569.0
44,河北省,衡水市景县北留智镇第三排村,景县北留智镇第三前排村,13110086,2013-11-09 08:36:00,2014-05-31 00:00:00,中国银行,188,2380000.0,12659.57447,808,1010,238.0
45,河北省,衡水市景县北留智镇常东,景县北留智常庄科东村,13110087,2013-11-09 00:00:00,,中国银行,494,7450000.0,15080.97166,-9223372036854775808,1011,745.0
46,河北省,衡水市冀州市码头李镇烟家雾村,码头李镇烟家雾村,13110088,2013-11-11 10:26:00,,中国银行,383,3410000.0,8903.394256,-9223372036854775808,1008,341.0
47,河北省,衡水市冀州市徐家庄乡徐庄乡庄子头村,徐庄乡庄子头村,13110089,2013-11-11 10:52:00,2014-03-16 00:00:00,中国银行,357,9720000.0,27226.89076,884,1008,972.0
48,河北省,衡水市桃城区郑家河沿镇南沼,桃城区河沿镇南沼村,13110090,2013-11-12 08:50:00,,中国银行,47,12630000.0,268723.4043,-9223372036854775808,1007,1263.0
49,河北省,衡水市深州市唐奉镇黄疃,唐奉镇黄疃村,13110095,2013-11-20 11:43:00,,中国银行,215,1590000.0,7395.348837,-9223372036854775808,999,159.0
50,河北省,衡水市深州市护驾迟镇西王庄,护迟镇西王庄,13110098,2013-11-20 14:46:00,,中国银行,134,1800000.0,13432.83582,-9223372036854775808,999,180.0
51,河北省,衡水市深州市唐奉镇大疃新村,唐奉镇大疃新村,13110099,2013-11-20 14:50:00,,中国银行,709,3530000.0,4978.843441,-9223372036854775808,999,353.0
52,河北省,衡水市深州市大冯营乡中李,大冯营乡中李村,13110103,2013-11-21 09:16:00,2014-03-30 00:00:00,中国银行,597,4700000.0,7872.696817,870,998,470.0
53,河北省,衡水市阜城县漫河乡许家铺村,衡水阜城县漫河乡许家铺村,13110108,2013-12-05 00:00:00,,中国银行,451,7090000.0,15720.62084,-9223372036854775808,985,709.0
54,河北省,衡水市深州市深州镇礼门寺,深州镇礼门寺村,13110111,2013-12-05 16:55:00,2013-07-10 00:00:00,中国银行,205,2230000.0,10878.04878,1133,984,223.0
55,河北省,衡水市深州市唐奉镇里边营,唐奉镇里边营,13110112,2013-12-05 17:02:00,,中国银行,201,2570000.0,12786.06965,-9223372036854775808,984,257.0
56,河北省,衡水市深州市东安庄乡东安庄乡西阳台村,衡水深州西阳台,13110114,2013-12-09 16:07:00,,中国银行,333,2490000.0,7477.477477,-9223372036854775808,980,249.0
57,河北省,衡水市深州市穆村乡庄火头,穆村乡庄火头村,13110115,2013-12-09 16:35:00,,中国银行,511,7510000.0,14696.67319,-9223372036854775808,980,751.0
58,河北省,衡水市武强县北代乡张北召什,衡水武强县北代乡张北召什村,13110116,2013-12-09 17:15:00,2014-01-20 00:00:00,中国银行,399,3720000.0,9323.308271,939,980,372.0
59,河北省,沧州市盐山县千童镇南街,盐山县千童镇南街村,13090001,2013-12-17 09:01:00,2013-12-05 00:00:00,中国银行,600,2230000.0,3716.666667,985,972,223.0
60,河北省,衡水市枣强县唐林乡唐林治江农资,唐林治江农资,13110117,2013-12-17 11:31:00,2014-03-28 00:00:00,中国银行,99,10000.0,101.010101,872,972,1.0
61,河北省,衡水市桃城区邓家庄乡大葛村,衡水桃城区大葛村,13110118,2013-12-20 00:00:00,,中国银行,129,1040000.0,8062.015504,-9223372036854775808,970,104.0
62,河北省,衡水市武邑县韩庄镇大赵村,韩庄镇大赵村,13110119,2013-12-20 14:05:00,,中国银行,309,630000.0,2038.834951,-9223372036854775808,969,63.0
63,河北省,衡水市武邑县肖桥头镇青塚村,桥头镇青塚村,13110120,2013-12-25 15:56:00,,中国银行,156,490000.0,3141.025641,-9223372036854775808,964,49.0
64,河北省,衡水市冀州市冀州镇黄沙村,冀州镇黄沙村,13110123,2013-12-26 10:59:00,,中国银行,681,3570000.0,5242.290749,-9223372036854775808,963,357.0
65,河北省,张家口市蔚县宋家庄镇上苏庄,蔚县宋家庄镇上苏庄村,13070001,2013-12-26 11:53:00,,中国银行,370,940000.0,2540.540541,-9223372036854775808,963,94.0
66,河北省,张家口市蔚县代王城镇张中堡,蔚县代王城镇张中堡村,13070002,2013-12-26 13:52:00,,中国银行,659,4330000.0,6570.561457,-9223372036854775808,963,433.0
67,河北省,沧州市盐山县圣佛镇西圣佛,盐山县圣佛镇西圣佛村,13090002,2013-12-26 16:08:00,2013-11-28 00:00:00,中国银行,2224,9910000.0,4455.935252,992,963,991.0
68,河北省,沧州市泊头市王武庄乡王武村,泊头市王武镇王武村,13090004,2013-12-27 13:48:00,2013-12-26 00:00:00,中国银行,703,8600000.0,12233.28592,964,962,860.0
69,河北省,沧州市东光县于桥乡桐梨村,任丘市北汉乡前桐梨村,13090007,2013-12-27 14:18:00,2013-12-27 00:00:00,中国银行,143,620000.0,4335.664336,963,962,62.0
70,河北省,沧州市任邱市苟各庄镇郑召村,任丘市苟各庄镇郑召村,13090008,2013-12-27 14:38:00,2013-12-20 00:00:00,中国银行,176,3130000.0,17784.09091,970,962,313.0
71,河北省,沧州市沧县旧州镇东庞河村,沧县旧州镇东庞河村,13090009,2013-12-27 14:58:00,2013-12-13 00:00:00,中国银行,253,1320000.0,5217.391304,977,962,132.0
72,河北省,沧州市河间市瀛州镇林豆万村,河间市瀛州镇林豆万村,13090010,2013-12-27 15:21:00,2014-01-17 00:00:00,中国银行,339,1060000.0,3126.843658,942,962,106.0
73,河北省,张家口市蔚县北水泉镇北马圈村,蔚县北水泉镇北马圈村,13070003,2013-12-31 11:34:00,,中国银行,572,270000.0,472.027972,-9223372036854775808,958,27.0
74,河北省,邯郸市永年县西苏乡永年方头固村,永年县西苏乡方头固村,13040005,2014-01-01 22:01:00,2014-01-09 00:00:00,中国银行,244,3020000.0,12377.04918,950,957,302.0
75,河北省,邯郸市永年县西苏乡双陵村,永年县西苏乡双陵村,13040006,2014-01-01 22:02:00,2014-01-09 00:00:00,中国银行,1123,9320000.0,8299.198575,950,957,932.0
76,河北省,沧州市孟村回族自治县牛进庄乡塔上村,孟村县牛进庄乡塔上村,13090013,2014-01-01 22:44:00,2013-12-18 00:00:00,中国银行,294,3560000.0,12108.84354,972,957,356.0
77,河北省,沧州市孟村回族自治县宋庄子乡东宋村,孟村县宋庄子乡东宋村,13090014,2014-01-01 23:08:00,2013-12-19 00:00:00,中国银行,293,3520000.0,12013.65188,971,957,352.0
78,河北省,沧州市南皮县南皮镇西街,南皮县寨子镇西街村,13090015,2014-01-01 23:16:00,2013-12-23 00:00:00,中国银行,1371,16030000.0,11692.19548,967,957,1603.0
79,安徽省,滁州市明光市张八岭镇老三界,明光市三界镇三界村福乐家便利店,34110001,2014-01-02 10:47:00,,建设银行,328,1061184.94,3235.319939,-9223372036854775808,956,106.118494
80,河北省,沧州市孟村回族自治县宋庄子乡张院村,孟村县宋庄子乡张院村,13090016,2014-01-02 11:14:00,2013-12-26 00:00:00,中国银行,147,1120000.0,7619.047619,964,956,112.0
81,河北省,沧州市盐山县小营乡小庄村,盐山县小庄乡南徐小庄村,13090017,2014-01-02 13:19:00,2013-12-11 00:00:00,中国银行,493,1330000.0,2697.768763,979,956,133.0
82,河北省,沧州市青县农场虚拟乡农场三分场,青县国营农场第三分场,13090018,2014-01-02 13:51:00,2013-12-02 00:00:00,中国银行,2418,9460000.0,3912.324235,988,956,946.0
83,河北省,沧州市青县清州镇罗家店,青县清州镇罗家店村,13090019,2014-01-02 15:04:00,2014-01-22 00:00:00,中国银行,2597,8930000.0,3438.58298,937,956,893.0
84,河北省,沧州市青县上伍乡欧辛庄,青县欧辛庄村,13090022,2014-01-04 00:00:00,,中国银行,2680,6190000.0,2309.701493,-9223372036854775808,955,619.0
85,河北省,沧州市青县上伍乡清河庄村,青县上伍乡清和庄村,13090023,2014-01-04 00:00:00,,中国银行,3522,2200000.0,624.645088,-9223372036854775808,955,220.0
86,河北省,沧州市青县金牛镇觉道庄村,青县金牛镇觉道庄村,13090024,2014-01-04 00:00:00,,中国银行,3886,1270000.0,326.814205,-9223372036854775808,955,127.0
87,河北省,沧州市青县木门店镇崇仙村,青县崇仙,13090025,2014-01-04 00:28:00,2014-01-30 00:00:00,中国银行,3262,3490000.0,1069.895769,929,954,349.0
88,河北省,沧州市献县河城街镇小屯村,献县河城街镇小屯村,13090026,2014-01-04 10:02:00,2014-01-24 00:00:00,中国银行,710,4300000.0,6056.338028,935,954,430.0
89,河北省,沧州市黄骅市常郭乡李子札村,黄骅市常郭镇李子札村,13090027,2014-01-04 10:03:00,2013-12-30 00:00:00,中国银行,1364,30650000.0,22470.67449,960,954,3065.0
90,河北省,沧州市黄骅市港城开发区新村乡冯家堡村,沧州市渤海新区冯家堡村,13090028,2014-01-04 10:04:00,2014-01-04 00:00:00,中国银行,214,69700000.0,325700.9346,955,954,6970.0
91,河北省,沧州市青县清州镇耿官屯,青县清州镇耿官屯村,13090029,2014-01-04 00:00:00,,中国银行,4966,33440000.0,6733.78977,-9223372036854775808,955,3344.0
92,河北省,邯郸市武安市石洞乡青烟寺村,武安市石洞乡青烟寺村,13040007,2014-01-06 00:09:00,2014-01-10 00:00:00,中国银行,70,1400000.0,20000,949,952,140.0
93,河北省,邯郸市峰峰矿区临水镇西泉头村,峰峰矿区临水镇西泉头,13040008,2014-01-06 08:48:00,2014-01-19 00:00:00,中国银行,1182,31630000.0,26759.72927,940,952,3163.0
94,河北省,邯郸市成安县商城镇秦连庄村,成安县商城镇秦连庄,13040009,2014-01-06 08:49:00,2014-01-10 00:00:00,中国银行,246,610000.0,2479.674797,949,952,61.0
95,河北省,衡水市桃城区彭杜村乡刘家南田村,桃城区彭杜乡刘家南田村,13110124,2014-01-07 14:31:00,,中国银行,257,8900000.0,34630.3502,-9223372036854775808,951,890.0
96,河北省,沧州市海兴县辛集镇辛集村,海兴县辛集镇辛集村,13090030,2014-01-08 10:50:00,2014-01-08 00:00:00,中国银行,666,11330000.0,17012.01201,951,950,1133.0
97,河北省,衡水市冀州市徐家庄乡北褚宜,徐庄乡北褚宜村,13110125,2014-01-08 14:41:00,2013-10-13 00:00:00,中国银行,402,1940000.0,4825.870647,1038,950,194.0
98,河北省,衡水市冀州市南午村镇赵伯舍,南午村镇赵伯舍村,13110127,2014-01-08 14:48:00,2013-12-08 00:00:00,中国银行,371,3230000.0,8706.199461,982,950,323.0
99,河北省,衡水市冀州市徐家庄乡东千家村,徐庄乡东千村,13110128,2014-01-08 14:51:00,2013-09-30 00:00:00,中国银行,505,9380000.0,18574.25743,1051,950,938.0
100,河北省,衡水市冀州市南午村镇大伯舍,南午村镇大伯舍村,13110129,2014-01-08 14:52:00,2013-10-09 00:00:00,中国银行,253,1770000.0,6996.047431,1042,950,177.0
101,河北省,衡水市冀州市冀州镇圭庄,官道李镇圭庄村,13110130,2014-01-08 14:53:00,2013-10-30 00:00:00,中国银行,146,1440000.0,9863.013699,1021,950,144.0
102,河北省,衡水市冀州市官道李镇范家庄村,官道李镇范家庄村,13110131,2014-01-08 14:54:00,2013-10-27 00:00:00,中国银行,549,15250000.0,27777.77778,1024,950,1525.0
103,河北省,衡水市冀州市冀州镇宋寨村,冀州镇宋家寨村,13110132,2014-01-08 14:55:00,2013-12-11 00:00:00,中国银行,209,3180000.0,15215.31101,979,950,318.0
104,河北省,衡水市冀州市北漳淮乡西南王村,北漳淮乡西南王村,13110133,2014-01-08 14:57:00,2013-12-15 00:00:00,中国银行,493,4280000.0,8681.541582,975,950,428.0
105,河北省,衡水市冀州市南午村镇燕家庄,南午村镇燕家庄,13110134,2014-01-08 16:33:00,2013-12-13 00:00:00,中国银行,188,2220000.0,11808.51064,977,950,222.0
106,河北省,衡水市冀州市小寨乡小寨村,小寨乡小寨村,13110135,2014-01-08 16:36:00,,中国银行,359,1050000.0,2924.791086,-9223372036854775808,950,105.0
107,河北省,衡水市饶阳县大尹村镇大王庄村,饶阳县大尹村镇大王庄村,13110138,2014-01-08 16:52:00,,中国银行,516,2150000.0,4166.666667,-9223372036854775808,950,215.0
108,河北省,衡水市饶阳县五公镇五公村,饶阳县五公镇五公村,13110139,2014-01-08 16:53:00,2013-12-05 00:00:00,中国银行,318,3950000.0,12421.38365,985,950,395.0
109,河北省,衡水市饶阳县留楚乡大齐村,饶阳县留楚乡大齐村,13110140,2014-01-08 16:56:00,2014-04-02 00:00:00,中国银行,334,13580000.0,40658.68264,867,950,1358.0
110,河北省,衡水市饶阳县留楚乡合我村,饶阳县留楚乡合我村,13110141,2014-01-08 16:57:00,,中国银行,63,750000.0,11904.76191,-9223372036854775808,950,75.0
111,河北省,衡水市景县北留智镇赵桥村,景县北留智镇赵桥村,13110143,2014-01-08 18:21:00,2014-06-01 00:00:00,中国银行,178,180000.0,1011.235955,807,950,18.0
112,河北省,衡水市枣强县枣强镇崔村铺村,枣强镇崔村铺,13110144,2014-01-08 19:10:00,2014-03-20 00:00:00,中国银行,490,17350000.0,35408.16327,880,950,1735.0
113,河北省,衡水市枣强县张秀屯乡大张庄村,张秀屯镇大张庄村,13110084,2013-11-07 13:53:00,,中国银行,423,12100000.0,28605.20095,-9223372036854775808,1012,1210.0
114,河北省,沧州市孟村回族自治县孟村镇自来屯北街,孟村县孟村镇自来屯北街,13090032,2014-01-09 19:23:00,2014-01-10 00:00:00,中国银行,349,3680000.0,10544.41261,949,949,368.0
115,河北省,沧州市黄骅市羊三木乡刘皮庄村,黄骅市羊三木乡刘皮庄村,13090033,2014-01-09 19:31:00,2014-01-18 00:00:00,中国银行,525,3130000.0,5961.904762,941,949,313.0
116,河北省,邯郸市磁县磁州镇张庄村,磁县磁州镇张庄村,13040011,2014-01-09 22:26:00,2014-01-13 00:00:00,中国银行,240,7330000.0,30541.66667,946,949,733.0
117,河北省,邯郸市磁县西固义乡徐家沟二街村,磁县西固义乡徐家沟二村,13040012,2014-01-09 22:27:00,2014-01-13 00:00:00,中国银行,417,33820000.0,81103.11751,946,949,3382.0
118,河北省,沧州市泊头市寺门村镇韩集村,泊头市寺门村镇韩集村,13090034,2014-01-10 09:48:00,2014-01-10 00:00:00,中国银行,216,1010000.0,4675.925926,949,948,101.0
119,河北省,沧州市青县上伍乡小许庄村,青县上伍乡小许庄村,13090037,2014-01-10 00:00:00,,中国银行,2464,1340000.0,543.831169,-9223372036854775808,949,134.0
120,河北省,沧州市青县清州镇泉流庄村,青县清州镇泉流庄村,13090038,2014-01-10 21:55:00,2014-01-09 00:00:00,中国银行,2384,10450000.0,4383.389262,950,948,1045.0
121,河北省,沧州市东光县找王镇大曹村,东光县找王镇大曹村,13090040,2014-01-11 11:45:00,2013-12-23 00:00:00,中国银行,1872,6090000.0,3253.205128,967,947,609.0
122,河北省,邯郸市邯郸县河沙镇镇南泊村,邯郸县河砂镇南泊村,13040013,2014-01-14 13:13:00,2014-01-16 00:00:00,中国银行,983,11760000.0,11963.37742,943,944,1176.0
123,河北省,沧州市吴桥县安陵镇南魏村,吴桥县安陵镇南魏村,13090042,2014-01-15 23:16:00,2014-01-18 00:00:00,中国银行,436,5230000.0,11995.41284,941,943,523.0
124,河北省,沧州市黄骅市滕庄子乡朱里口村,黄骅市滕庄子朱里口,13090043,2014-01-15 23:25:00,2014-01-21 00:00:00,中国银行,775,5930000.0,7651.612903,938,943,593.0
125,河北省,沧州市沧县汪家铺乡杨桥村,沧县汪家铺乡杨桥村,13090044,2014-01-15 23:34:00,,中国银行,461,3710000.0,8047.722343,-9223372036854775808,943,371.0
126,河北省,邯郸市临漳县张村集乡黄凯河村,临漳县张村集乡黄开河村,13040016,2014-01-16 07:55:00,2014-01-16 00:00:00,中国银行,525,1260000.0,2400,943,942,126.0
127,河北省,衡水市冀州市小寨乡北大方村,小寨乡北大方村,13110145,2014-01-16 09:54:00,2013-12-16 00:00:00,中国银行,85,2390000.0,28117.64706,974,942,239.0
128,河北省,沧州市海兴县青锋农场青锋农场,海兴县青锋农场,13090045,2014-01-17 10:32:00,2014-01-17 00:00:00,中国银行,320,7660000.0,23937.5,942,941,766.0
129,河北省,衡水市饶阳县留楚乡北空城村,饶阳县合方区北空城村,13110146,2014-01-17 11:46:00,,中国银行,720,900000.0,1250,-9223372036854775808,941,90.0
130,河北省,衡水市深州市东安庄乡西安庄,东安庄乡西安庄村,13110147,2014-01-17 13:23:00,2013-09-10 00:00:00,中国银行,738,8600000.0,11653.11653,1071,941,860.0
131,安徽省,滁州市定远县七里塘乡孙集街道,杨开锋通讯服务部,34110003,2014-01-18 09:54:00,,建设银行,295,40350.11,136.780034,-9223372036854775808,940,4.035011
132,河北省,沧州市黄骅市官庄乡吕郭庄村,黄骅市官庄乡吕郭庄村,13090046,2014-01-19 00:00:00,,中国银行,226,60000.0,265.486726,-9223372036854775808,940,6.0
133,河北省,沧州市南皮县潞灌乡焦山寺村,南皮县潞灌乡焦山寺村,13090047,2014-01-19 23:45:00,2014-01-21 00:00:00,中国银行,572,5430000.0,9493.006993,938,939,543.0
134,河北省,沧州市南皮县潞灌乡凤翔村,南皮县潞灌乡凤翔村,13090048,2014-01-19 23:58:00,2014-01-26 00:00:00,中国银行,547,3990000.0,7294.332724,933,939,399.0
135,河北省,邯郸市邯山区北张庄镇大隐豹村,邯郸县北张庄镇大隐豹村,13040017,2014-01-20 21:22:00,2014-01-21 00:00:00,中国银行,581,2130000.0,3666.092943,938,938,213.0
136,河北省,沧州市任邱市开发区管理委员会八里屯村,开发区八里屯助农取款点,13090049,2014-01-22 09:35:00,2014-01-19 00:00:00,中国银行,667,49900000.0,74812.5937,940,936,4990.0
137,河北省,沧州市沧县仵龙堂乡王官屯村,沧县仵龙堂乡王官屯村,13090050,2014-01-23 13:36:00,2014-01-26 00:00:00,中国银行,106,1740000.0,16415.09434,933,935,174.0
138,河北省,邯郸市成安县商城镇义井庄村,成安县商城镇义井庄,13040020,2014-01-24 08:38:00,2014-01-13 00:00:00,中国银行,173,610000.0,3526.011561,946,934,61.0
139,河北省,沧州市青县清州镇刘缺屯村,青县清州镇刘缺屯村,13090051,2014-01-24 00:00:00,,中国银行,3928,4240000.0,1079.429735,-9223372036854775808,935,424.0
140,河北省,邯郸市磁县时村营乡时村营村,磁县时村营乡时村营村,13040023,2014-01-24 16:12:00,,中国银行,1061,5660000.0,5334.590009,-9223372036854775808,934,566.0
141,河北省,邯郸市磁县讲武城镇申庄村,磁县申庄乡申庄村,13040025,2014-01-24 20:46:00,2014-03-19 00:00:00,中国银行,524,13700000.0,26145.03817,881,934,1370.0
142,河北省,邯郸市磁县花官营乡东城营村,磁县花官营镇花官营村,13040026,2014-01-24 20:47:00,2014-06-15 00:00:00,中国银行,1447,13490000.0,9322.736697,793,934,1349.0
143,河北省,沧州市泊头市洼里王镇贾庄村,泊头市郝村镇贾庄村,13090053,2014-01-24 23:18:00,2014-02-21 00:00:00,中国银行,409,5200000.0,12713.93643,907,934,520.0
144,河北省,沧州市泊头市文庙镇滑庄村,泊头市文庙镇滑庄村,13090055,2014-01-24 23:33:00,2014-03-20 00:00:00,中国银行,429,320000.0,745.920746,880,934,32.0
145,河北省,沧州市任邱市苟各庄镇枣林庄二村,任丘市苟各庄镇枣林庄村,13090056,2014-01-24 23:38:00,2013-01-27 00:00:00,中国银行,226,2850000.0,12610.61947,1297,934,285.0
146,河北省,沧州市孟村回族自治县宋庄子乡东姜官屯,孟村县宋庄子东姜官屯,13090057,2014-01-24 23:42:00,2014-01-20 00:00:00,中国银行,639,15050000.0,23552.42567,939,934,1505.0
