,省,村名,站点,编号,签约时间,开业时间,银行,卡数,存款数,卡均,开业时间2,签约时间2,存款数2
1354,河南省,商丘市民权县老颜集乡毕集村,民权支行程庄乡毕集村惠农支付服务点,41140411,2015-01-05 13:45:00,2014-12-17 00:00:00,中国银行,148,97336.53,657.679257,608,588,9.733653
1355,山东省,烟台市芝罘区幸福街道幸福四村,烟台市芝罘区幸福四村助农服务点,37060228,2015-01-05 13:47:00,,中国银行,42,1183618.21,28181.38595,-9223372036854775808,588,118.361821
1356,山东省,烟台市蓬莱市新港街道矫格庄村,矫格庄村,37060229,2015-01-05 13:51:00,,中国银行,0,4552203.53,\N,-9223372036854775808,588,455.220353
1357,山东省,潍坊市临朐县城关街道办事处井家田村生资市场,南环路井家田村生资市场,37070043,2015-01-05 13:51:00,,工商银行,13,68676.36,5282.796923,-9223372036854775808,588,6.867636
1358,河北省,廊坊市大城县旺村镇东扎庄村,大城县旺村镇东臧庄村,13100020,2015-01-05 00:00:00,,中国银行,155,1720000.0,11096.77419,-9223372036854775808,589,172.0
1359,河北省,廊坊市大城县北位乡郑家村,大城县郑家村乡郑家村,13100021,2015-01-05 13:53:00,,中国银行,205,470000.0,2292.682927,-9223372036854775808,588,47.0
1360,河北省,廊坊市大城县里坦镇里坦镇,大城县里坦镇里坦村,13100022,2015-01-05 13:54:00,,中国银行,1416,17980000.0,12697.74011,-9223372036854775808,588,1798.0
1361,山东省,潍坊市临朐县纸坊镇孟家庄村,孟家庄村,37070044,2015-01-05 13:54:00,2015-04-24 00:00:00,工商银行,276,9537078.48,34554.63217,480,588,953.707848
1362,河北省,廊坊市大城县大尚屯镇后街村,大城县大尚屯镇后街村,13100023,2015-01-05 13:56:00,,中国银行,339,9250000.0,27286.13569,-9223372036854775808,588,925.0
1363,河南省,商丘市夏邑县李集镇段胡同,夏邑县李集镇段古同村惠农支付服务点,41140418,2015-01-05 13:57:00,2014-12-07 00:00:00,中国银行,1520,3776330.36,2484.427868,618,588,377.633036
1364,山东省,滨州市博兴县店子镇耿刘村,滨州市博兴县博兴县店子镇耿刘村助农服务点,37160110,2015-01-05 13:59:00,,中国银行,2,29556992.02,14778496.01,-9223372036854775808,588,2955.699202
1365,山东省,滨州市阳信县洋湖乡管家村,滨州市阳信县洋湖乡管家村助农服务点,37160111,2015-01-05 14:00:00,,中国银行,1,75.29,75.29,-9223372036854775808,588,0.007529
1366,河北省,廊坊市大城县南赵扶镇南赵扶镇大流漂村,大城县南赵扶镇大流漂村,13100024,2015-01-05 14:02:00,,中国银行,732,4980000.0,6803.278689,-9223372036854775808,588,498.0
1367,河南省,商丘市虞城县稍岗乡稍岗村,商丘分行虞城支行稍岗乡中心街惠农支付服务点,41140427,2015-01-05 14:04:00,2014-12-13 00:00:00,中国银行,1781,2834928.97,1591.762476,612,588,283.492897
1368,河南省,商丘市夏邑县何营乡何营乡,夏邑何营乡杨井惠农支付服务点,41140428,2015-01-05 14:04:00,2015-01-08 00:00:00,中国银行,0,0.0,\N,586,588,0.0
1369,山东省,潍坊市临朐县纸坊镇柳家圈村,柳家圈村,37070046,2015-01-05 14:05:00,2015-03-22 00:00:00,工商银行,400,14970988.21,37427.47053,513,588,1497.098821
1370,山东省,滨州市阳信县水落坡乡朱家村,滨州市阳信县水落坡镇朱家村助农服务点,37160115,2015-01-05 14:06:00,,中国银行,1,0.0,0,-9223372036854775808,588,0.0
1371,河南省,商丘市民权县野岗乡南胡庄村,民权支行程庄乡南胡庄村惠农支付服务点,41140431,2015-01-05 14:06:00,2014-12-07 00:00:00,中国银行,795,549234.87,690.861472,618,588,54.923487
1372,山东省,滨州市博兴县店子镇马兴村,滨州市博兴县店子镇马兴村助农服务点,37160118,2015-01-05 14:09:00,2015-07-14 00:00:00,中国银行,145,2846678.42,19632.26497,399,588,284.667842
1373,山东省,潍坊市临朐县五井镇暖水河社区,暖水河,37070048,2015-01-05 14:11:00,,工商银行,200,1727673.63,8638.36815,-9223372036854775808,588,172.767363
1374,河南省,商丘市虞城县城郊乡大郭楼村,虞城支行城郊乡大郭楼村惠农支付服务点,41140439,2015-01-05 14:13:00,,中国银行,115,245349.3,2133.472174,-9223372036854775808,588,24.53493
1375,山东省,滨州市惠民县大年陈乡弭家村,滨州市惠民县大年陈乡弭家村助农服务点,37160123,2015-01-05 14:14:00,,中国银行,6,4168.73,694.788333,-9223372036854775808,588,0.416873
1376,山东省,潍坊市临朐县五井镇朱家坡,朱家坡,37070049,2015-01-05 14:15:00,2014-11-24 00:00:00,工商银行,357,1499852.8,4201.268347,631,588,149.98528
1377,河南省,商丘市夏邑县会亭镇贾楼村,夏邑县业庙乡贾楼村惠农支付服务点,41140441,2015-01-05 14:15:00,2015-01-27 00:00:00,中国银行,234,92317.44,394.518974,567,588,9.231744
1378,山东省,滨州市无棣县佘家巷乡车镇中村,滨州市无棣县车王镇车镇中村助农服务点,37160124,2015-01-05 14:17:00,,中国银行,10,41524.5,4152.45,-9223372036854775808,588,4.15245
1379,山东省,潍坊市临朐县城关街道办事处月庄村,月庄村,37070050,2015-01-05 14:18:00,2015-04-23 00:00:00,工商银行,426,6551275.3,15378.58052,481,588,655.12753
1380,河南省,商丘市虞城县城郊乡土楼村,商丘分行虞城支行城郊乡土楼惠农支付服务点,41140447,2015-01-05 14:19:00,2014-12-31 00:00:00,中国银行,467,266892.45,571.504176,594,588,26.689245
1381,山东省,滨州市无棣县车镇乡崔什村,滨州市无棣县崔什西村助农服务点,37160125,2015-01-05 14:19:00,,中国银行,147,842701.12,5732.66068,-9223372036854775808,588,84.270112
1382,山东省,潍坊市临朐县城关街道办事处北五里庄村,北五里庄村,37070051,2015-01-05 14:21:00,2015-03-27 00:00:00,工商银行,205,13475557.78,65734.4282,508,588,1347.555778
1383,河南省,商丘市夏邑县韩道口镇班前口村,夏邑韩道口镇前班口村惠农支付服务点,41140448,2015-01-05 14:21:00,,中国银行,658,1651482.15,2509.851292,-9223372036854775808,588,165.148215
1384,河南省,商丘市梁园区双八镇西村,商丘市双八镇西街村惠农支付服务点,41140450,2015-01-05 14:22:00,2014-12-15 00:00:00,中国银行,205,275105.4,1341.977561,610,588,27.51054
1385,河南省,商丘市夏邑县太平乡杨井村西平社区,夏邑县太平镇杨井村惠农支付服务点,41140451,2015-01-05 14:23:00,,中国银行,389,1166651.61,2999.104396,-9223372036854775808,588,116.665161
1386,河南省,商丘市虞城县界沟镇玉皇村,商丘分行虞城支行界沟镇玉皇村惠农支付服务点,41140452,2015-01-05 14:23:00,2014-12-31 00:00:00,中国银行,373,545652.38,1462.875013,594,588,54.565238
1387,山东省,滨州市滨城区堡集镇石家营村,滨州市滨城区秦皇台乡西石营村助农服务点,37160127,2015-01-05 14:25:00,,中国银行,116,215753.82,1859.946724,-9223372036854775808,588,21.575382
1388,山东省,滨州市滨城区滨北街道办事处张东村,滨州市滨城区秦皇台乡张东村助农服务点,37160128,2015-01-05 14:28:00,,中国银行,42,25098.09,597.573571,-9223372036854775808,588,2.509809
1389,山东省,潍坊市临朐县蒋峪镇吕匣村,寺头吕匣村,37070054,2015-01-05 14:30:00,,工商银行,13,17899.33,1376.871538,-9223372036854775808,588,1.789933
1390,河南省,商丘市夏邑县郭店乡郭店村,夏邑郭店乡段庄村惠农支付服务点,41140461,2015-01-05 14:30:00,,中国银行,168,7841.27,46.674226,-9223372036854775808,588,0.784127
1391,河南省,商丘市虞城县贾寨镇贺庄村,虞城县八里堂贺庄惠农支付服务点,41140465,2015-01-05 14:33:00,,中国银行,75,143481.24,1913.0832,-9223372036854775808,588,14.348124
1392,河南省,商丘市梁园区平台镇董庄村,民中支行平原办董庄村助农取款点,41140466,2015-01-05 14:33:00,2014-12-10 00:00:00,中国银行,2226,16734014.46,7517.526712,615,588,1673.401446
1393,河南省,商丘市柘城县陈青集镇陈社村,柘城县陈青集镇陈社助农服务取款点,41140467,2015-01-05 14:35:00,2014-11-27 00:00:00,中国银行,485,4493563.77,9265.079938,628,588,449.356377
1394,河南省,商丘市睢阳区包公庙乡院庄村,睢阳区包公庙院庄乡惠农支付服务点,41140473,2015-01-05 14:39:00,2014-11-29 00:00:00,中国银行,819,953217.76,1163.880049,626,588,95.321776
1395,河南省,商丘市虞城县利民镇镇街村,商丘分行虞城支行利民杨灿楼惠农支付服务点,41140475,2015-01-05 14:41:00,2014-12-27 00:00:00,中国银行,814,706202.48,867.570614,598,588,70.620248
1396,山东省,潍坊市青州市东高镇核桃园村,核桃园村,37070055,2015-01-05 14:44:00,2015-04-10 00:00:00,工商银行,215,8234547.87,38300.22265,494,588,823.454787
1397,河南省,商丘市柘城县老王集乡西街,柘城县胡襄镇侯庄助农服务取款点,41140479,2015-01-05 14:45:00,2014-12-17 00:00:00,中国银行,1312,3423253.25,2609.186928,608,588,342.325325
1398,河南省,商丘市虞城县芒种桥乡小侯村,商丘分行虞城支行刘店乡小侯惠农支付服务点,41140480,2015-01-05 14:45:00,2014-12-10 00:00:00,中国银行,3102,3258058.48,1050.308988,615,588,325.805848
1399,河南省,平顶山市鲁山县辛集乡辛集村,平顶山市鲁山县辛集乡李红彬助农金融,41040003,2015-01-05 14:51:00,,中国银行,2329,3856660.07,1655.929614,-9223372036854775808,588,385.666007
1400,山东省,济南市槐荫区吴家堡镇西吴家堡村,济南市槐荫区吴家堡街道办事处西吴家堡村助农服务点,37010132,2015-01-05 14:52:00,,中国银行,6,173503.45,28917.24167,-9223372036854775808,588,17.350345
1401,山东省,潍坊市青州市何官镇张高村,张高村,37070057,2015-01-05 14:52:00,,工商银行,295,7652846.35,25941.85203,-9223372036854775808,588,765.284635
1402,河北省,廊坊市文安县滩里镇中滩里,文安县滩里镇中滩里村,13100025,2015-01-05 14:57:00,,中国银行,375,4510000.0,12026.66667,-9223372036854775808,588,451.0
1403,山东省,济南市长清区归德镇万庄村,济南市长清区归德镇万庄村助农服务点,37010137,2015-01-05 14:58:00,,中国银行,57,53693.0,941.982456,-9223372036854775808,588,5.3693
1404,山东省,济南市长清区文昌街街道办事处三龙庄村,济南市长清区文昌街道办事处三龙庄助农服务点,37010140,2015-01-05 15:00:00,,中国银行,95,4128022.02,43452.86337,-9223372036854775808,588,412.802202
1405,河南省,安阳市滑县小铺乡大铺村,滑县小铺乡大铺村银行卡助农取款服务点,41050003,2015-01-05 15:00:00,,中国银行,587,7506897.78,12788.58225,-9223372036854775808,588,750.689778
1406,山东省,潍坊市青州市东坝街道办事处高庙村,高庙村,37070060,2015-01-05 15:02:00,2015-03-14 00:00:00,工商银行,181,4412665.15,24379.36547,521,588,441.266515
1407,山东省,潍坊市寿光市侯镇镇李家官庄,侯镇李家官庄,37070061,2015-01-05 15:05:00,,工商银行,107,1076339.93,10059.25168,-9223372036854775808,588,107.633993
1408,河南省,商丘市睢阳区古宋乡叶园村,商丘市睢阳区叶园村助农服务点,41140496,2015-01-05 15:07:00,2014-12-13 00:00:00,中国银行,976,5768701.27,5910.55458,612,588,576.870127
1409,河南省,商丘市柘城县远襄镇庞堂村,柘城县远襄镇庞堂村助农服务取款点,41140497,2015-01-05 15:09:00,2014-12-13 00:00:00,中国银行,485,923846.16,1904.837443,612,588,92.384616
1410,河南省,商丘市夏邑县中峰乡中峰村,夏邑中峰乡中峰村惠农支付服务点,41140498,2015-01-05 15:10:00,2014-12-05 00:00:00,中国银行,895,440997.69,492.734849,620,588,44.099769
1411,山东省,潍坊市寿光市稻田镇西丹河村,西丹河村,37070063,2015-01-05 15:11:00,2015-04-17 00:00:00,工商银行,163,4342550.87,26641.41638,487,588,434.255087
1412,山东省,济南市平阴县玫瑰镇孔集村,济南市平阴县玫瑰镇孔集村助农服务点,37010146,2015-01-05 15:12:00,,中国银行,305,1769155.05,5800.508361,-9223372036854775808,588,176.915505
1413,山东省,济南市长清区万德镇界首村,济南市长清区万德镇界首村助农服务点,37010151,2015-01-05 15:17:00,,中国银行,22,12364.38,562.017273,-9223372036854775808,588,1.236438
1414,河南省,商丘市夏邑县曹集乡镇街村,夏邑县桑堌乡桑堌惠农支付服务点,41140499,2015-01-05 15:17:00,2014-12-14 00:00:00,中国银行,0,0.0,\N,611,588,0.0
1415,山东省,潍坊市寿光市孙家集街道岳寺韩村,岳寺韩村,37070065,2015-01-05 15:19:00,2015-03-29 00:00:00,工商银行,370,10655508.58,28798.67184,506,588,1065.550858
1416,山东省,济南市章丘市相公庄镇相三村,济南市章丘市相公庄镇相三村助农服务点,37010155,2015-01-05 15:21:00,,中国银行,170,470765.92,2769.211294,-9223372036854775808,588,47.076592
1417,河南省,商丘市夏邑县何营乡蕴祥社区,夏邑县岐河镇蔡庄村惠农支付服务点,41140500,2015-01-05 15:21:00,,中国银行,361,911768.22,2525.67374,-9223372036854775808,588,91.176822
1418,河北省,石家庄市辛集市天宫营乡天宫营镇南庞村,辛集市天宫营乡南庞村,13010169,2015-01-05 15:28:00,,中国银行,372,2940000.0,7903.225806,-9223372036854775808,588,294.0
1419,山东省,济南市章丘市明水街道办事处太平村,济南市章丘市埠村街道办事处太平村助农服务点,37010162,2015-01-05 15:29:00,2015-02-04 00:00:00,中国银行,118,1359344.85,11519.87161,559,588,135.934485
1420,河北省,石家庄市辛集市旧城镇杏园村,辛集市旧城镇杏园村,13010170,2015-01-05 15:35:00,,中国银行,521,9680000.0,18579.65451,-9223372036854775808,588,968.0
1421,河南省,商丘市柘城县胡襄镇起台镇西街村,柘城县起台镇北街村助农服务取款点,41140508,2015-01-05 15:36:00,2014-12-08 00:00:00,中国银行,377,119578.98,317.185623,617,588,11.957898
1422,山东省,济南市槐荫区美里湖街道办事处郑家店村,济南市槐荫区美里湖街道办事处郑家店村助农服务点,37010165,2015-01-05 00:00:00,,中国银行,226,22672.54,100.320973,-9223372036854775808,589,2.267254
1423,河南省,商丘市睢阳区勒马乡勒马北街村,睢阳区勒马乡北街村惠农支付服务点,41140510,2015-01-05 15:41:00,2015-02-07 00:00:00,中国银行,504,1461368.67,2899.541012,556,588,146.136867
1424,河北省,石家庄市辛集市王口镇翰林庄村,辛集市王口镇翰林庄,13010171,2015-01-05 15:41:00,,中国银行,418,6280000.0,15023.92345,-9223372036854775808,588,628.0
1425,山东省,济南市长清区归德镇刘街村,山东省济南市长清区归德镇刘街村济南市长清区归德镇刘街村助农服务点,37010169,2015-01-05 15:43:00,,中国银行,2,629001.29,314500.645,-9223372036854775808,588,62.900129
1426,山东省,济南市长清区文昌街街道办事处东齐村,济南市长清区文昌街道办事处东齐村助农服务点,37010172,2015-01-05 15:45:00,,中国银行,1,1351.3,1351.3,-9223372036854775808,588,0.13513
1427,河南省,商丘市睢阳区路河乡周坟村,商丘市睢阳区路河镇周坟村孟楼李金平惠农支付服务点,41140513,2015-01-05 15:46:00,2014-12-20 00:00:00,中国银行,302,1053274.06,3487.66245,605,588,105.327406
1428,河北省,石家庄市辛集市王口镇杨庄村,辛集市王口镇杨庄村,13010172,2015-01-05 15:46:00,,中国银行,232,6320000.0,27241.37931,-9223372036854775808,588,632.0
1429,河北省,石家庄市辛集市田家庄乡东张口村,辛集市田家庄乡东张口村,13010173,2015-01-05 15:52:00,,中国银行,324,4730000.0,14598.76543,-9223372036854775808,588,473.0
1430,河南省,商丘市虞城县闻集乡谷熟集村,虞城县谷熟镇镇街张蕊惠农支付服务点,41140518,2015-01-05 15:54:00,2015-03-28 00:00:00,中国银行,280,161532.93,576.903321,507,588,16.153293
1431,河北省,石家庄市辛集市天宫营乡王下村,辛集市天宫营乡王下村,13010174,2015-01-05 15:56:00,,中国银行,489,7900000.0,16155.41922,-9223372036854775808,588,790.0
1432,江苏省,盐城市阜宁县硕集镇阳光康居园,阳光康居园,32090003,2015-01-05 15:57:00,,中国银行,0,0.0,\N,-9223372036854775808,588,0.0
1433,河南省,洛阳市廛河回族区廛河回族乡洛阳市瀍河区瀍河镇塔西村惠农服务点,洛阳市瀍河区瀍河镇塔西村惠农服务点,41030003,2015-01-05 15:57:00,2015-01-06 00:00:00,中国银行,831,5830201.52,7015.886306,588,588,583.020152
1434,河北省,石家庄市元氏县槐阳镇南诸村,元氏县北褚乡南褚村,13010175,2015-01-05 00:00:00,,中国银行,1382,19150000.0,13856.72938,-9223372036854775808,589,1915.0
1435,河北省,石家庄市辛集市王口镇恒邱村,辛集市王口镇恒邱村,13010176,2015-01-05 16:00:00,,中国银行,406,6780000.0,16699.50739,-9223372036854775808,588,678.0
1436,山东省,潍坊市昌乐县乔官镇乔南村,乔南村,37070078,2015-01-05 16:10:00,2015-03-29 00:00:00,工商银行,114,438611.78,3847.471754,506,588,43.861178
1437,山东省,潍坊市昌乐县尧沟镇尧沟村,尧沟村,37070079,2015-01-05 16:14:00,2015-03-30 00:00:00,工商银行,36,53194.92,1477.636667,505,588,5.319492
1438,河南省,商丘市梁园区平台镇和合社区,蓝天支行和合社区惠农服务取款点,41140528,2015-01-05 16:15:00,2014-12-17 00:00:00,中国银行,2397,3521251.0,1469.024197,608,588,352.1251
1439,河南省,商丘市柘城县安平镇铁关开发区,柘城县安平镇铁关开发区助农服务取款点,41140529,2015-01-05 16:16:00,2014-12-24 00:00:00,中国银行,490,2439076.84,4977.707837,601,588,243.907684
1440,河北省,石家庄市元氏县苏村乡北苏村,元氏县苏村乡北苏村,13010178,2015-01-05 16:18:00,,中国银行,389,3530000.0,9074.550129,-9223372036854775808,588,353.0
1441,山东省,济南市济阳县崔寨镇史家村,济南市济阳县崔寨镇史家村助农服务点,37010197,2015-01-05 16:18:00,,中国银行,237,227981.97,961.949241,-9223372036854775808,588,22.798197
1442,山东省,潍坊市昌乐县朱刘街道办事处西魏社区,西魏家庄,37070080,2015-01-05 16:18:00,,工商银行,657,12154602.78,18500.15644,-9223372036854775808,588,1215.460278
1443,河北省,石家庄市元氏县马村乡万年村,元氏县马村乡万年村,13010179,2015-01-05 16:18:00,,中国银行,801,6130000.0,7652.933833,-9223372036854775808,588,613.0
1444,山东省,烟台市蓬莱市潮水镇富阳耿家村,烟台市蓬莱市蓬莱市潮水镇富阳耿家村银行卡助农取款服务点,37060230,2015-01-05 16:19:00,,中国银行,20,73199.64,3659.982,-9223372036854775808,588,7.319964
1445,山东省,烟台市蓬莱市北沟镇下朱潘村,烟台市蓬莱市蓬莱市北沟镇下朱潘村银行卡助农取款服务点,37060231,2015-01-05 16:22:00,,中国银行,0,3198614.35,\N,-9223372036854775808,588,319.861435
1446,山东省,潍坊市昌乐县城南街道办事处韩信村,韩信村,37070081,2015-01-05 16:22:00,2015-04-06 00:00:00,工商银行,302,8384991.46,27764.87238,498,588,838.499146
1447,山东省,济南市长清区张夏镇张夏村,济南市长清区张夏镇张夏村助农服务点,37010200,2015-01-05 16:22:00,,中国银行,44,6038735.07,137243.9789,-9223372036854775808,588,603.873507
1448,山东省,烟台市蓬莱市北沟镇北沟二村,烟台市蓬莱市北沟镇北沟村银行卡助农取款服务点,37060232,2015-01-05 16:24:00,,中国银行,80,4857096.23,60713.70288,-9223372036854775808,588,485.709623
1449,山东省,烟台市蓬莱市大辛店镇大二半村,烟台市蓬莱市大辛店镇大二甲村助农服务点,37060233,2015-01-05 16:26:00,,中国银行,98,325063.84,3316.977959,-9223372036854775808,588,32.506384
1450,山东省,烟台市蓬莱市刘家沟镇解宋营村,烟台市蓬莱市蓬莱市刘家沟镇解宋营村银行卡助农取款服务点,37060234,2015-01-05 16:28:00,,中国银行,100,1295164.02,12951.6402,-9223372036854775808,588,129.516402
1451,河南省,南阳市宛城区新店乡惠庄村,南阳分行营业部新店乡助农金融,41130015,2015-01-05 16:29:00,,中国银行,468,1801527.54,3849.417821,-9223372036854775808,588,180.152754
1452,河北省,石家庄市元氏县苏阳乡纸屯村,元氏县沟北乡纸屯村,13010180,2015-01-05 00:00:00,,中国银行,304,5640000.0,18552.63158,-9223372036854775808,589,564.0
1453,山东省,烟台市蓬莱市大辛店镇战家村,战家村,37060235,2015-01-05 16:31:00,,中国银行,0,0.0,\N,-9223372036854775808,588,0.0
1454,山东省,潍坊市昌乐县唐吾镇青上村,青上村,37070083,2015-01-05 16:31:00,,工商银行,42,108427.11,2581.597857,-9223372036854775808,588,10.842711
1455,河南省,驻马店市西平县蔡寨回族乡西平县宋集乡街,西平县宋集乡宋集街助农服务点,41170001,2015-01-05 16:32:00,2015-01-06 00:00:00,中国银行,737,295773.36,401.320706,588,588,29.577336
1456,山东省,烟台市蓬莱市村里集镇温石汤村,温石汤村,37060236,2015-01-05 16:33:00,,中国银行,0,0.0,\N,-9223372036854775808,588,0.0
1457,河南省,驻马店市西平县人和乡西平县人和乡谢老庄村,西平县人和乡谢老庄助农服务点,41170002,2015-01-05 16:34:00,,中国银行,827,2611949.63,3158.342963,-9223372036854775808,588,261.194963
1458,山东省,烟台市蓬莱市村里集镇车里张家村,车里张家村,37060237,2015-01-05 16:35:00,,中国银行,0,0.0,\N,-9223372036854775808,588,0.0
1459,山东省,烟台市蓬莱市小门家镇小门家村,小门家村,37060238,2015-01-05 16:39:00,,中国银行,0,0.0,\N,-9223372036854775808,588,0.0
1460,河北省,石家庄市元氏县东张乡大陈庄村,元氏县东张乡大陈庄,13010181,2015-01-05 00:00:00,,中国银行,304,2250000.0,7401.315789,-9223372036854775808,589,225.0
1461,山东省,烟台市蓬莱市新港街道小路村,烟台市蓬莱市村里集镇村里集村助农服务点,37060239,2015-01-05 16:42:00,,中国银行,53,50005.2,943.49434,-9223372036854775808,588,5.00052
1462,甘肃省,庆阳市西峰区董志镇周岭村,董志镇周岭村,62100002,2015-01-05 16:43:00,,中国银行,164,1942656.23,11845.46482,-9223372036854775808,588,194.265623
1463,山东省,烟台市蓬莱市村里集镇巩家村,巩家村,37060240,2015-01-05 16:45:00,,中国银行,0,0.0,\N,-9223372036854775808,588,0.0
1464,河南省,商丘市夏邑县韩道口镇韩西村,夏邑县韩西镇韩西村惠农支付服务点,41140554,2015-01-05 16:45:00,2014-12-21 00:00:00,中国银行,184,63021.63,342.508859,604,588,6.302163
1465,山东省,烟台市蓬莱市大辛店镇东黄家村,烟台市蓬莱市大辛店镇东黄家村助农服务点,37060241,2015-01-05 16:47:00,,中国银行,102,14848812.2,145576.5902,-9223372036854775808,588,1484.88122
1466,河南省,商丘市柘城县胡襄镇北街村,柘城县洪恩乡洪恩村助农服务取款点,41140555,2015-01-05 16:47:00,2015-01-10 00:00:00,中国银行,425,206688.57,486.326047,584,588,20.668857
1467,河南省,商丘市夏邑县火店乡班集村,夏邑县火店乡班集村惠农服务支付网点,41140556,2015-01-05 16:48:00,2015-01-27 00:00:00,中国银行,136,48116.21,353.795662,567,588,4.811621
1468,山东省,烟台市蓬莱市登州街道和谐小区,和谐小区,37060242,2015-01-05 16:50:00,,中国银行,0,0.0,\N,-9223372036854775808,588,0.0
1469,河南省,商丘市夏邑县车站镇秦集村,夏邑县车站镇吴寨村惠农支付服务点,41140557,2015-01-05 16:50:00,,中国银行,119,100504.2,844.573109,-9223372036854775808,588,10.05042
1470,甘肃省,庆阳市西峰区温泉乡刘店村,刘店村富智超市,62100003,2015-01-05 00:00:00,,中国银行,223,2338493.84,10486.51946,-9223372036854775808,589,233.849384
1471,山东省,潍坊市潍城区西关街道办事处南小于河,南小于河,37070088,2015-01-05 16:50:00,2015-03-25 00:00:00,工商银行,521,11765855.67,22583.21626,510,588,1176.585567
1472,山东省,烟台市蓬莱市新港街道湾子口村,湾子口村,37060243,2015-01-05 16:52:00,,中国银行,0,925462.5,\N,-9223372036854775808,588,92.54625
1473,河南省,商丘市夏邑县车站镇牛王堌村,夏邑车站镇牛王堌村惠农支付服务点,41140560,2015-01-05 16:53:00,2014-12-16 00:00:00,中国银行,620,6824932.0,11007.95484,609,588,682.4932
1474,河北省,廊坊市大城县摩配园区管委会东阜村,大城县工业园区东阜村,13100026,2015-01-05 00:00:00,,中国银行,764,24540000.0,32120.41885,-9223372036854775808,589,2454.0
1475,甘肃省,庆阳市西峰区后官寨乡李庄村,后官寨乡李庄村,62100004,2015-01-05 16:55:00,,中国银行,286,2485428.3,8690.308741,-9223372036854775808,588,248.54283
1476,河南省,商丘市柘城县远襄镇西街村,柘城县远襄镇西街助农服务取款点,41140561,2015-01-05 16:55:00,2015-01-10 00:00:00,中国银行,706,4552730.8,6448.627195,584,588,455.27308
1477,山东省,潍坊市潍城区望留镇西河湾村,西河湾村,37070090,2015-01-05 16:55:00,,工商银行,90,1112310.55,12359.00611,-9223372036854775808,588,111.231055
1478,山东省,烟台市蓬莱市登州街道环峰小区,环峰小区,37060244,2015-01-05 16:56:00,,中国银行,0,0.0,\N,-9223372036854775808,588,0.0
1479,山东省,威海市环翠区凤林街道办事处西山口村,西山口村,37100013,2015-01-05 16:57:00,,中国银行,0,0.0,\N,-9223372036854775808,588,0.0
1480,山东省,烟台市蓬莱市南王街道南八甲村,南八甲村,37060245,2015-01-05 16:58:00,,中国银行,0,0.0,\N,-9223372036854775808,588,0.0
1481,山东省,烟台市蓬莱市北沟镇栾家口村,烟台市蓬莱市北沟栾家口村助农服务点,37060246,2015-01-05 17:00:00,,中国银行,109,41236.03,378.312202,-9223372036854775808,588,4.123603
1482,河南省,商丘市夏邑县马头镇北岭镇,夏邑县北岭镇刘园村惠农支付服务点,41140564,2015-01-05 17:02:00,2014-11-16 00:00:00,中国银行,744,4171713.15,5607.141331,639,588,417.171315
1483,甘肃省,庆阳市西峰区肖金镇芮岭村,肖金镇芮岭村,62100005,2015-01-05 17:02:00,,中国银行,314,2393547.35,7622.762261,-9223372036854775808,588,239.354735
1484,河南省,商丘市夏邑县李集镇郭庄村,夏邑李集镇郭庄村惠农支付服务点,41140565,2015-01-05 17:04:00,2014-11-21 00:00:00,中国银行,304,817386.54,2688.771513,634,588,81.738654
1485,河南省,商丘市柘城县牛城乡牛城村,柘城县牛城乡南街助农服务取款点,41140566,2015-01-05 00:00:00,,中国银行,1010,2483297.05,2458.70995,-9223372036854775808,589,248.329705
1486,河南省,商丘市夏邑县歧河乡还乡祠村,夏邑刘店集乡孔祠村惠农支付服务点,41140567,2015-01-05 17:06:00,2014-12-03 00:00:00,中国银行,654,2969695.3,4540.818502,622,588,296.96953
1487,河南省,商丘市夏邑县车站镇车站村,夏邑县车站镇车站村惠农支付服务点,41140568,2015-01-05 17:09:00,2014-11-27 00:00:00,中国银行,523,1635441.04,3127.038317,628,588,163.544104
1488,山东省,烟台市蓬莱市大辛店镇回村,回村,37060248,2015-01-05 17:09:00,,中国银行,0,0.0,\N,-9223372036854775808,588,0.0
1489,河南省,商丘市柘城县老王集乡西街开发区,柘城县马集乡马集村助农服务取款点,41140569,2015-01-05 17:10:00,,中国银行,321,5265.87,16.404579,-9223372036854775808,588,0.526587
1490,山东省,烟台市蓬莱市大辛店镇龙山店,烟台市蓬莱市大辛店镇龙山店村助农服务点,37060249,2015-01-05 17:11:00,,中国银行,100,2892299.66,28922.9966,-9223372036854775808,588,289.229966
1491,山东省,烟台市栖霞市亭口镇占疃村,烟台市栖霞市亭口镇占疃村助农服务点,37060250,2015-01-05 17:15:00,2015-02-08 00:00:00,中国银行,77,3882464.86,50421.62156,555,588,388.246486
1492,河南省,商丘市柘城县惠济乡刘屯村,柘城县惠济乡刘屯助农服务取款点,41140570,2015-01-05 17:15:00,2014-11-29 00:00:00,中国银行,242,281495.81,1163.205826,626,588,28.149581
1493,山东省,烟台市栖霞市蛇窝泊镇庄园后夼村,烟台市栖霞市栖霞镇后夼村助农服务点,37060251,2015-01-05 17:16:00,,中国银行,12,2242295.71,186857.9758,-9223372036854775808,588,224.229571
1494,山东省,烟台市栖霞市松山街道东鹿头村,烟台市栖霞市松山街道东鹿头村助农服务点,37060252,2015-01-05 17:18:00,,中国银行,45,3128472.56,69521.61244,-9223372036854775808,588,312.847256
