站点地址,站点名称,站点编号,NODE_PARTY_ID,站点加盟日期,银行业务签约日期,签约银行,站点卡数,站点余额,卡均余额,村名,户数,总人口数,标签
江苏省盐城市盐都区大冈镇书楼村,盐都区冈中镇书楼村,32090110,600005465,2015/1/14 9:48,2015/1/14 9:48,中国银行,0,0,\N,书楼村,1200,3400,无数据
河南省洛阳市伊川县白元乡洁泊村,伊川县白元稹洁伯村,41030055,600003786,2015/1/14 9:50,2015/1/14 9:50,中国银行,0,0,\N,伊川县白元镇洁伯村,3000,15000,无数据
河北省唐山市遵化市马兰峪镇马兰峪四村,遵化市马兰峪镇马兰峪三村,13020283,600001526,2015/1/14 9:51,2015/1/14 9:51,中国银行,5554,4710000,848.03745,马兰峪四村,450,1800,正式运营
河南省新乡市获嘉县位庄乡苏章营村,获嘉县位庄乡苏章营村张岩,41070130,600006525,2015/1/14 9:52,2015/1/14 9:52,中国银行,193,1928962.79,9994.625855,苏章营村,750,3000,正式运营
江苏省盐城市盐都区秦南镇富康村,盐都区,32090111,600005466,2015/1/14 9:54,2015/1/14 9:54,中国银行,0,0,\N,富康村,1127,3048,无数据
江苏省盐城市盐都区郭猛镇三湾村,三湾村网点,32090112,600005467,2015/1/14 9:54,2015/1/14 9:54,中国银行,0,0,\N,三湾村,980,3418,无数据
河南省洛阳市西工区红山乡上寨村,洛阳市西工区红山乡上寨村惠农服务点,41030056,600003787,2015/1/14 9:54,2015/1/14 9:54,中国银行,261,191968.27,735.510613,洛阳市西工区红山乡上寨村惠农服务点,527,2300,非正式运营
河南省新乡市辉县市百泉镇西井峪村,百泉镇西井峪村惠农支付服务点,41070131,600006526,2015/1/14 9:56,2015/1/14 9:56,中国银行,222,1431394.25,6447.721847,西牛峪村,500,1596,正式运营
江苏省盐城市盐都区大冈镇抬头村,抬头村网点,32090113,600005468,2015/1/14 9:58,2015/1/14 9:58,中国银行,0,0,\N,抬头村,800,3200,无数据
江苏省盐城市盐都区北蒋镇盛花村,盐都区秦南镇盛花村,32090114,600005469,2015/1/14 9:59,2015/1/14 9:59,中国银行,0,0,\N,盛花村,701,2605,无数据
江苏省盐城市盐都区义丰镇大范村,大纵湖镇网点,32090115,600005470,2015/1/14 10:03,2015/1/14 10:03,中国银行,0,0,\N,大纵湖镇,5000,20000,无数据
河南省南阳市南召县四棵树乡疙瘩坡村,南召县四棵树疙瘩坡村助农点,41130031,600002728,2015/1/14 10:06,2015/1/14 10:06,中国银行,378,2554513.02,6757.970952,疙瘩坡村,260,2800,正式运营
山东省淄博市沂源县东里镇福禄坪峪村,淄博市沂源县东里镇福禄坪村助农服务点,37030083,600004686,2015/1/14 10:19,2015/1/14 10:19,中国银行,1499,6140330.52,4096.284536,福禄坪村,850,2600,正式运营
河北省沧州市盐山县圣佛镇兴隆店村,辛店五金城助农取款点,13090213,600001779,2015/1/14 10:21,2015/1/14 10:21,中国银行,240,120000,500,辛店五金城助农取款点,900,3000,非正式运营
江苏省盐城市盐都区大冈镇兴隆村,新场村网点,32090116,600005471,2015/1/14 10:24,2015/1/14 10:24,中国银行,0,0,\N,新场村,500,3000,无数据
河北省沧州市盐山县常庄乡崔家村,盐山县常庄乡崔家村,13090214,600001780,2015/1/14 10:24,2015/1/14 10:24,中国银行,49,20000,408.163265,崔家村,450,2000,非正式运营
江苏省盐城市盐都区潘黄镇先锋村,先锋村网点,32090117,600005472,2015/1/14 10:31,2015/1/14 10:31,中国银行,0,0,\N,先锋村,1000,3400,无数据
河北省沧州市沧县旧州镇强庄子村,沧县旧州镇强庄子村,13090215,600001781,2015/1/14 10:55,2015/1/14 10:55,中国银行,261,2940000,11264.36782,沧县旧州镇强庄子村,555,2700,正式运营
河北省石家庄市赵县新寨店镇北解家町村,赵县新寨店镇北解家疃村,13010369,600000799,2015/1/14 10:56,2015/1/14 10:56,中国银行,837,28060000,33524.49223,北解家疃村,450,1800,正式运营
河北省沧州市沧县张官屯乡东砖河村,沧县张官屯乡东砖河村,13090216,600001782,2015/1/14 10:57,2015/1/14 10:57,中国银行,171,140000,818.71345,沧县张官屯乡东砖河村,400,2000,正式运营
河北省唐山市古冶区卑家店乡毛山村,古冶区卑家店乡毛山村,13020284,600005935,2015/1/14 0:00,2015/1/14 0:00,中国银行,1350,6380000,4725.925926,毛山村,450,1500,正式运营
河北省唐山市丰润区银城铺乡南陈庄子村,唐山市丰润区银城铺镇南陈庄子村,13020286,600006951,2015/1/14 11:02,2015/1/14 11:02,中国银行,1424,19460000,13665.73034,南陈庄子,800,2000,正式运营
河北省唐山市乐亭县马头营镇新庄子村,乐亭县马头营镇达新庄子村,13020289,600005842,2015/1/14 11:07,2015/1/14 11:07,中国银行,2661,100000,37.579857,南新庄子村,300,600,正式运营
河北省唐山市玉田县潮洛窝乡南兴庄村,玉田县潮洛窝乡南兴庄村,13020290,600005936,2015/1/14 11:08,2015/1/14 11:08,中国银行,263,5180000,19695.81749,南兴庄村,500,1980,正式运营
河北省沧州市沧县姚官屯乡窦店村,沧县姚官屯乡窦店村,13090220,600001783,2015/1/14 11:08,2015/1/14 11:08,中国银行,244,270000,1106.557377,沧县姚官屯乡窦店村,400,2000,正式运营
河北省唐山市丰润区七树庄镇七树庄村,丰润区七树庄镇七树庄村,13020291,600006952,2015/1/14 11:09,2015/1/14 11:09,中国银行,7707,6370000,826.521344,七树庄村,1000,4000,正式运营
河北省唐山市丰润区老庄子镇七王庄村,丰润区老庄子镇七王村,13020292,600006953,2015/1/14 11:11,2015/1/14 11:11,中国银行,215,4980000,23162.7907,七王庄村,600,2000,非正式运营
河北省沧州市沧县姚官屯乡姚官屯村,沧县姚官屯乡姚官屯村,13090221,600001784,2015/1/14 0:00,2015/1/14 0:00,中国银行,272,3620000,13308.82353,沧县姚官屯乡姚官屯村,400,3000,正式运营
河北省沧州市沧县薛官屯乡薛官屯村,沧县薛官屯村,13090222,600001785,2015/1/14 0:00,2015/1/14 0:00,中国银行,204,1230000,6029.411765,沧县薛官屯村,400,2000,正式运营
河北省沧州市沧县仵龙堂乡西后屯村,沧县薛官屯乡西合屯村,13090223,600001786,2015/1/14 0:00,2015/1/14 0:00,中国银行,205,5780000,28195.12195,沧县薛官屯乡西合屯村,500,2000,正式运营
甘肃省武威市民勤县苏武乡三坝村,民勤县苏武乡三坝村,62060003,600005679,2015/1/14 11:28,2015/1/14 11:28,中国银行,205,9442.41,46.060537,三坝村,300,1400,正式运营
安徽省安庆市枞阳县Ou山镇大港村,铜陵枞阳县藕山镇大港村助农服务点,34080005,600005495,2015/1/14 11:31,2015/1/14 11:31,中国银行,547,366704,670.391225,大港村,1300,5400,非正式运营
河北省沧州市沧县李天木回族乡北阁村,沧县李天木乡北阁村,13090227,600001789,2015/1/14 11:32,2015/1/14 11:32,中国银行,206,1020000,4951.456311,沧县李天木乡北阁村,400,2000,正式运营
甘肃省武威市凉州区金羊镇新鲜村,凉州区金羊镇新鲜村,62060004,600005680,2015/1/14 11:32,2015/1/14 11:32,中国银行,441,300960.8,682.450794,新鲜村,400,2000,非正式运营
甘肃省武威市民勤县重兴乡下案村,民勤县重兴乡下案村,62060005,600005681,2015/1/14 11:37,2015/1/14 11:37,中国银行,23,90543.83,3936.688261,下案村,290,1500,正式运营
河南省濮阳市濮阳县鲁河乡鲁河村,濮阳县鲁河镇助农金融,41090100,600003997,2015/1/14 11:40,2015/1/14 11:40,中国银行,231,293469.56,1270.430996,鲁河村,850,3000,非正式运营
河北省沧州市沧县杜林回族乡韩正庄村,高新区韩正庄,13090233,600001791,2015/1/14 11:45,2015/1/14 11:45,中国银行,692,58980000,85231.21387,韩正庄,470,2000,正式运营
河南省濮阳市濮阳县清河头乡东清河头村,濮阳县渠村助农金融,41090102,600003999,2015/1/14 11:52,2015/1/14 11:52,中国银行,930,3559882.31,3827.830441,濮阳县渠村助农金融,680,2800,正式运营
河北省沧州市沧县高川乡南北村,沧县高川乡南北村,13090236,600001793,2015/1/14 11:52,2015/1/14 11:52,中国银行,2,6,3,南北村,400,2000,正式运营
河南省开封市兰考县三义寨乡三义寨东村,开封市兰考县三义寨乡三义寨村惠农支付服务点,41020034,600003413,2015/1/14 11:53,2015/1/14 11:53,中国银行,371,284502.24,766.852399,三义寨村,2000,7000,非正式运营
河南省安阳市汤阴县五陵镇大宋村,中国银行大宋村肖江超助农取款服务点,41050044,600004007,2015/1/14 11:54,2015/1/14 11:54,中国银行,818,2474847,3025.48533,五陵镇大宋村,1000,4000,正式运营
河北省沧州市沧县崔尔庄镇李韩店村,李韩店,13090237,600001794,2015/1/14 11:54,2015/1/14 11:54,中国银行,0,0,\N,李韩店村,400,2000,无数据
河南省开封市通许县邸阁乡牌路村,开封市通许县邸阁乡排路村惠农支付服务点,41020036,600003415,2015/1/14 11:57,2015/1/14 11:57,中国银行,318,4504467.15,14164.99104,排路村,750,3000,正式运营
河北省沧州市沧县薛官屯乡范庄子村,沧县纸房头乡窎庄村,13090238,600001795,2015/1/14 0:00,2015/1/14 0:00,中国银行,388,16740000,43144.3299,沧县纸房头乡窎庄村,400,2000,正式运营
河南省开封市兰考县固阳镇黄口村,开封市兰考县堌阳镇黄口村惠农支付服务点,41020038,600003417,2015/1/14 12:01,2015/1/14 12:01,中国银行,390,778949.75,1997.307051,黄口村,500,2300,正式运营
河北省沧州市青县曹寺乡张广王村,青县曹寺镇张广王村,13090239,600001930,2015/1/14 0:00,2015/1/14 0:00,中国银行,1049,4040000,3851.28694,青县曹寺镇张广王村,500,2500,正式运营
河北省沧州市青县清州镇胡白庄村,青县清州镇胡白庄,13090240,600001931,2015/1/14 12:19,2015/1/14 12:19,中国银行,3087,8690000,2815.030774,胡白庄,500,1500,正式运营
河北省沧州市青县曹寺乡后洼村,青县曹寺镇后屯村,13090241,600001932,2015/1/14 0:00,2015/1/14 0:00,中国银行,3772,1640000,434.782609,青县曹寺镇后屯村,400,2000,正式运营
河北省沧州市青县曹寺乡西艾辛庄村,青县曹寺镇西艾辛村,13090242,600001933,2015/1/14 12:25,2015/1/14 12:25,中国银行,1687,440000,260.81802,青县曹寺镇西艾辛村,400,2000,正式运营
河北省唐山市遵化市堡子店镇十八里村,遵化市堡子店镇十八里村,13020297,600001529,2015/1/14 12:25,2015/1/14 12:25,中国银行,70,2850000,40714.28571,十八里村,500,1800,正式运营
河北省唐山市玉田县散水头镇十里坨村,玉田县散水头镇十里坨村,13020298,600005937,2015/1/14 12:26,2015/1/14 12:26,中国银行,457,3310000,7242.888403,十里坨村,600,2000,正式运营
河北省唐山市古冶区王辇庄乡石匠营村,古冶区王辇庄乡石匠营村,13020299,600005938,2015/1/14 0:00,2015/1/14 0:00,中国银行,326,1750000,5368.09816,石匠营村,300,1200,正式运营
河北省沧州市青县马厂镇杨官店一村,青县马厂镇杨官店三村,13090244,600001934,2015/1/14 12:28,2015/1/14 12:28,中国银行,4657,5120000,1099.420228,杨官店,400,2000,正式运营
河北省唐山市滦县王店子镇高家庄村,滦县杨柳庄镇北高家庄村,13020301,600006955,2015/1/14 12:28,2015/1/14 12:28,中国银行,330,670000,2030.30303,水高家庄村,280,900,正式运营
河北省唐山市乐亭县汀流河镇汀流河村,乐亭县汀流河镇现代通讯部,13020306,600005844,2015/1/14 12:32,2015/1/14 12:32,中国银行,101,670000,6633.663366,汀流河村,1000,3500,正式运营
河北省沧州市青县金牛镇康庄子村,青县金牛镇康庄子,13090246,600001935,2015/1/14 12:32,2015/1/14 12:32,中国银行,1450,2020000,1393.103448,康庄子,400,2000,正式运营
河北省沧州市青县木门店镇后董景村,青县木门店镇后董景,13090247,600001936,2015/1/14 12:35,2015/1/14 12:35,中国银行,3931,360000,91.579751,后董景,400,2000,正式运营
河北省唐山市滦县古马镇西老里庄村,滦县小马庄镇西老里村,13020310,600006959,2015/1/14 12:39,2015/1/14 12:39,中国银行,286,320000,1118.881119,西老里村,650,2000,正式运营
河南省开封市通许县冯庄乡前山龙口村,开封市通许县冯庄乡前山龙口村惠农支付服务点,41020045,600003424,2015/1/14 12:54,2015/1/14 12:54,中国银行,462,3671055.88,7946.008398,前山龙口村,1700,6500,正式运营
河南省开封市通许县孙营乡朱氏岗村,开封市通许县孙营乡朱氏岗村惠农支付服务点,41020047,600003426,2015/1/14 13:01,2015/1/14 13:01,中国银行,251,943962.35,3760.806175,朱氏岗村,700,2700,正式运营
河南省周口市商水县邓城镇邓西村,周口市商水县邓城李真真助农金融,41160039,600006177,2015/1/14 13:01,2015/1/14 13:01,中国银行,383,1520194.46,3969.176136,邓西村,14000,65000,正式运营
河南省周口市川汇区开发区康楼村,康书亚,41160041,600006179,2015/1/14 13:10,2015/1/14 13:10,中国银行,150,301872.14,2012.480933,康楼村,100,500,正式运营
安徽省芜湖市繁昌县平铺镇平铺村,芜湖分行繁昌县平铺镇平铺村助农服务点,34020018,600005588,2015/1/14 0:00,2015/1/14 0:00,中国银行,132,196098.47,1485.59447,平铺街道,1000,3300,非正式运营
河南省开封市开封县兴隆乡白石岗村,开封市祥符区兴隆乡白石岗村惠农支付服务点,41020051,600003430,2015/1/14 13:18,2015/1/14 13:18,中国银行,255,323722.82,1269.501255,白石岗村,1000,4500,正式运营
河北省唐山市玉田县潮洛窝乡湘子村,玉田县潮洛窝乡湘子村,13020315,600005940,2015/1/14 13:19,2015/1/14 13:19,中国银行,361,4070000,11274.23823,湘子村,318,1172,正式运营
河南省开封市金明区水稻乡南北堤村,开封市龙亭区水稻乡南北堤村惠农支付服务点,41020052,600003431,2015/1/14 13:20,2015/1/14 13:20,中国银行,657,1896443.13,2886.519224,南北堤村,900,4400,正式运营
河北省唐山市遵化市遵化镇谢庄子村,遵化市遵化镇谢庄子村,13020316,600001534,2015/1/14 13:21,2015/1/14 13:21,中国银行,259,210000,810.810811,谢庄子村,396,1417,非正式运营
河北省唐山市丰润区丰润镇小屯村,丰润区丰润镇小屯村,13020318,600006964,2015/1/14 13:23,2015/1/14 13:23,中国银行,1785,4700000,2633.053221,小屯村,700,2400,正式运营
河北省唐山市丰润区泉河头镇白各庄村,丰润区泉河头镇白各庄村,13020319,600006965,2015/1/14 13:29,2015/1/14 13:29,中国银行,57,6300000,110526.3158,白各庄村,500,1600,非正式运营
河北省唐山市唐海县三农场三农场场社区,唐山市利丰制衣有限公司,13020320,600006871,2015/1/14 0:00,2015/1/14 0:00,中国银行,34,0,0,三农场场部,1000,3000,正式运营
河南省开封市尉氏县永兴镇东范庄村,开封市尉氏县永兴镇东范庄村惠农支付服务点,41020063,600003441,2015/1/14 13:47,2015/1/14 13:47,中国银行,210,50463.55,240.302619,东范庄村,1750,7000,非正式运营
河南省开封市兰考县城关乡盆窑村,开封市兰考县城郊乡盆窑村惠农支付服务点,41020064,600003442,2015/1/14 13:47,2015/1/14 13:47,中国银行,260,337184.26,1296.862538,盆窑村,372,2000,正式运营
河南省周口市西华县迟营乡前喜岗村,周口市西华县迟营乡前喜村助农服务点,41160049,600006187,2015/1/14 13:58,2015/1/14 13:58,中国银行,198,2040674.86,10306.43869,前喜岗村,360,1200,正式运营
河南省开封市兰考县谷营乡东张村,开封市兰考县谷营镇东张村服务点,41020070,600003447,2015/1/14 14:00,2015/1/14 14:00,中国银行,125,221.03,1.76824,东张村,2000,6000,非正式运营
河南省开封市杞县葛岗镇晁村,开封市杞县葛岗镇晁村惠农支付服务点,41020071,600003448,2015/1/14 14:00,2015/1/14 14:00,中国银行,233,217176.36,932.087382,晁东村,2000,6000,正式运营
河北省唐山市遵化市娘娘庄乡丁各庄村,遵化市娘娘庄乡丁各庄村,13020322,600001536,2015/1/14 14:00,2015/1/14 14:00,中国银行,1155,3200000,2770.562771,丁各庄村,400,1600,正式运营
河南省开封市杞县葛岗镇楚东村,葛岗镇楚东村服务点,41020076,600003453,2015/1/14 14:03,2015/1/14 14:03,中国银行,64,3472.2,54.253125,楚东村,2000,7000,非正式运营
河北省唐山市丰南区南孙庄乡马新庄村,唐山市丰南区南孙庄乡马新庄村,13020323,600001537,2015/1/14 14:07,2015/1/14 14:07,中国银行,1141,3350000,2936.021034,马新庄,360,1300,正式运营
河南省开封市金明区杏花营镇横堤铺村,开封市金明区杏花营镇横堤铺村惠农服务点,41020082,600003459,2015/1/14 14:14,2015/1/14 14:14,中国银行,199,1917948.74,9637.933367,横堤铺村,800,3000,正式运营
河南省开封市兰考县孟寨乡何二庄村,开封市孟寨镇何二庄村惠农服务点,41020084,600003461,2015/1/14 14:14,2015/1/14 14:14,中国银行,79,0,0,何二庄村,1250,4300,非正式运营
河南省开封市杞县平城乡白北村,开封市杞县平城乡白丘村惠农支付服务点,41020086,600003462,2015/1/14 14:16,2015/1/14 14:16,中国银行,470,5403620.94,11497.06583,白北村,4000,10000,正式运营
河北省唐山市开平区马家沟办事处新工村社区,开平区新城镇,13020324,600001113,2015/1/14 0:00,2015/1/14 0:00,中国银行,181,275450000,1521823.204,新城,1000,3000,非正式运营
河南省开封市通许县竖岗镇南河口村,开封市通许县竖岗镇南河口村惠农支付服务点,41020089,600003465,2015/1/14 14:19,2015/1/14 14:19,中国银行,222,672775.09,3030.518423,南河口村,400,1800,正式运营
河北省唐山市乐亭县王滩镇赵滩村,唐山海港区王滩镇赵滩村,13020325,600005846,2015/1/14 14:21,2015/1/14 14:21,中国银行,111,2330000,20990.99099,赵滩村,200,800,非正式运营
河南省开封市通许县竖岗镇,开封市通许县竖岗镇朴岗村惠农支付服务点,41020104,600003479,2015/1/14 14:31,2015/1/14 14:31,中国银行,200,466176.77,2330.88385,朴岗村,500,2000,正式运营
河北省唐山市丰润区泉河头镇吴事庄村,唐山市丰润区泉河头镇吴事庄村,13020327,600006966,2015/1/14 14:31,2015/1/14 14:31,中国银行,1566,170000,108.556833,吴事庄村,400,1000,正式运营
河北省唐山市迁安市夏官营镇团新庄村,迁安市万信检测站,13020328,600001539,2015/1/14 14:32,2015/1/14 14:32,中国银行,6212,1160000,186.735351,万信检测站,1300,3000,非正式运营
河南省开封市尉氏县大桥乡大李庄村,开封市尉氏县大桥乡大李庄村惠农支付服务点,41020106,600003481,2015/1/14 14:33,2015/1/14 14:33,中国银行,425,821679.18,1933.362776,大李庄村,625,2500,非正式运营
河南省开封市尉氏县十八里镇苏唐村,开封市尉氏县十八里镇苏堂村惠农支付服务点,41020109,600003483,2015/1/14 14:38,2015/1/14 14:38,中国银行,451,658225.58,1459.480222,苏堂村,1000,4000,正式运营
河南省开封市杞县裴村店乡吕东村,开封市杞县裴村店镇吕屯村惠农支付服务点,41020112,600003485,2015/1/14 14:40,2015/1/14 14:40,中国银行,709,5442397.97,7676.160748,吕东村,1500,7500,正式运营
河北省唐山市乐亭县古河乡古河村,乐亭县古河乡古河村,13020329,600005847,2015/1/14 14:42,2015/1/14 14:42,中国银行,0,6500000,\N,古河村,570,3000,正式运营
河南省开封市尉氏县庄头乡庄头村,开封市尉氏县庄头乡庄头村惠农支付服务点,41020117,600003490,2015/1/14 14:46,2015/1/14 14:46,中国银行,667,147463.89,221.085292,庄头村,1000,4000,非正式运营
河北省唐山市玉田县郭家屯乡郭家屯村,玉田县郭家屯乡郭家屯村,13020331,600005941,2015/1/14 14:47,2015/1/14 14:47,中国银行,945,2990000,3164.021164,郭家屯,4000,10000,正式运营
河北省沧州市南皮县潞灌乡龙堂村,龙堂,13090248,600001937,2015/1/14 14:48,2015/1/14 14:48,中国银行,156,2140000,13717.94872,南皮县潞灌乡龙堂村,400,2000,正式运营
河北省唐山市丰润区姜家营乡西杨家营村,丰润王官营镇西杨家营村,13020332,600006968,2015/1/14 14:50,2015/1/14 14:50,中国银行,135,9350000,69259.25926,西杨家营,1200,4000,正式运营
河北省沧州市南皮县潞灌乡北庄村,南皮县潞灌乡北庄村,13090249,600001938,2015/1/14 14:50,2015/1/14 14:50,中国银行,220,3840000,17454.54546,北庄村,450,2000,正式运营
河南省开封市通许县朱砂镇东寨村,东寨村网点,41020124,600003497,2015/1/14 14:51,2015/1/14 14:51,中国银行,0,0,\N,东寨村,500,8000,无数据
河北省沧州市南皮县寨子镇大安家村,南皮县寨子镇大安村,13090250,600001939,2015/1/14 14:54,2015/1/14 14:54,中国银行,258,1360000,5271.317829,南皮县寨子镇大安村,400,2000,正式运营
河南省开封市通许县练城乡赵楼村,开封市通许县练城镇赵楼村惠农支付服务点,41020162,600003504,2015/1/20 17:55,2015/1/20 17:55,中国银行,313,1280175.56,4090.017764,赵楼村,1000,4000,正式运营
河南省开封市顺河区东郊乡张庄村,开封市顺河区东郊乡张庄村惠农支付服务点,41020133,600003506,2015/1/14 15:00,2015/1/14 15:00,中国银行,227,2678784.91,11800.81458,张庄村,500,2500,非正式运营
河北省沧州市南皮县王寺镇李八拔村,南皮县王寺镇李八拨村,13090252,600001940,2015/1/14 15:03,2015/1/14 15:03,中国银行,237,2560000,10801.68776,南皮县王寺镇李八拨村,450,2000,正式运营
甘肃省兰州市榆中县金崖乡（镇）邴家湾村,榆中县金崖镇邴家湾村助农点,62010015,600005682,2015/1/14 15:04,2015/1/14 15:04,中国银行,30,14229.91,474.330333,邴家湾,200,800,正式运营
河北省沧州市南皮县大浪淀乡马四拨村,南皮县大浪淀乡马四拨村,13090253,600001941,2015/1/14 15:06,2015/1/14 15:06,中国银行,421,770000,1828.978622,南皮县大浪淀乡马四拨村,400,2000,正式运营
河南省南阳市唐河县张店镇白秋村,唐河县张店镇白秋村惠农支付服务点,41130033,600002730,2015/1/14 15:07,2015/1/14 15:07,中国银行,361,1087972.87,3013.775263,白秋村,6000,20000,正式运营
河南省周口市扶沟县大李庄乡何家寨村,扶沟县大李庄乡何家寨村,41160059,600006197,2015/2/11 0:00,2015/1/14 15:13,中国银行,239,1284151.36,5373.018243,何家寨村,300,1300,正式运营
河北省沧州市泊头市洼里王镇隆丰店村,泊头市洼里王镇隆丰店村,13090254,600001942,2015/1/14 15:14,2015/1/14 15:14,中国银行,161,3950000,24534.16149,泊头市洼里王镇隆丰店村,400,2000,正式运营
河南省开封市通许县竖岗镇张营村,开封市通许县竖岗镇张营村惠农支付服务点,41020143,600003516,2015/1/14 15:16,2015/1/14 15:16,中国银行,135,1467726.65,10872.04926,张营村,1000,3000,正式运营
河北省沧州市泊头市文庙镇张药包村,泊头市文庙镇张药包村,13090255,600001943,2015/1/14 15:16,2015/1/14 15:16,中国银行,130,680000,5230.769231,泊头市文庙镇张药包村,400,2000,正式运营
河北省沧州市泊头市泊镇刘庄村,泊头市泊镇刘庄村,13090256,600001796,2015/1/14 15:19,2015/1/14 15:19,中国银行,109,460000,4220.183486,泊头市泊镇刘庄村,400,2000,正式运营
河北省唐山市玉田县亮甲店镇张金庄村,玉田县郭家桥乡张扶庄村,13020333,600005942,2015/1/14 15:23,2015/1/14 15:23,中国银行,308,910000,2954.545455, 张扶庄村,100,400,正式运营
河北省沧州市泊头市洼里王镇新村,泊头市洼里王镇新村,13090258,600001797,2015/1/14 15:23,2015/1/14 15:23,中国银行,390,3870000,9923.076923,泊头市洼里王镇新村,400,2000,正式运营
河南省开封市通许县大岗李乡刘寸岗村,开封市通许县大岗李乡刘寸岗村惠农支付服务点,41020148,600003521,2015/1/14 15:24,2015/1/14 15:24,中国银行,377,1684216.62,4467.41809,刘寸岗村,1250,5000,正式运营
河南省开封市通许县朱砂镇王庄4村,开封市通许县朱砂镇王庄村惠农支付服务点,41020149,600003522,2015/1/14 15:27,2015/1/14 15:27,中国银行,682,4654097.18,6824.189413,王庄村,1000,4000,正式运营
河北省沧州市泊头市齐桥镇南王庄村,泊头市齐桥镇南王庄村,13090260,600001799,2015/1/14 15:27,2015/1/14 15:27,中国银行,158,2100000,13291.13924,泊头市齐桥镇南王庄村,400,2000,正式运营
甘肃省兰州市榆中县来紫堡乡黄家庄村,榆中县来紫堡乡黄家庄村助农点,62010016,600005683,2015/1/14 15:28,2015/1/14 15:28,中国银行,60,7106.65,118.444167,黄家庄,230,700,正式运营
河北省沧州市泊头市齐桥镇昝觉寺村,泊头市齐桥镇昝觉寺,13090261,600001800,2015/1/14 15:30,2015/1/14 15:30,中国银行,332,4100000,12349.39759,昝觉寺,400,2000,正式运营
江苏省常州市金坛市水北镇水北村,常州市金坛县尧汤镇水北村,32040001,600005473,2015/1/14 15:30,2015/1/14 15:30,中国银行,0,0,\N,水北村,10000,35000,无数据
河南省开封市开封县朱仙镇朱仙镇,开封县朱仙镇西大街村,41020151,600003524,2015/1/14 15:32,2015/1/14 15:32,中国银行,0,0,\N,朱仙镇,3000,15000,无数据
江苏省常州市新北区春江镇杨元村,常州市新北县西夏墅镇杨林村,32040002,600005474,2015/1/14 15:37,2015/1/14 15:37,中国银行,0,0,\N,杨林村,2300,7000,无数据
河北省沧州市泊头市齐桥镇大炉村,泊头市齐桥镇大炉村,13090265,600001802,2015/1/14 15:38,2015/1/14 15:38,中国银行,135,950000,7037.037037,大炉村,400,2000,正式运营
河南省安阳市安阳县水冶镇阜北居,安阳县水冶镇阜城北街村朱全生,41050045,600004008,2015/1/14 15:40,2015/1/14 15:40,中国银行,453,11806952.94,26063.91378,安阳市安阳县水冶镇阜城北街,800,3000,正式运营
河北省沧州市泊头市齐桥镇大闫坞村,泊头市齐桥镇大闫务村,13090266,600001803,2015/1/14 15:40,2015/1/14 15:40,中国银行,171,1570000,9181.28655,泊头市齐桥镇大闫务村,400,2000,正式运营
河南省周口市扶沟县白潭镇小岗杨村,扶沟县白潭镇小岗杨村,41160064,600006202,2015/2/11 0:00,2015/1/14 15:40,中国银行,362,2164955.24,5980.539337,小岗杨村,500,2000,正式运营
河南省郑州市新郑市龙湖镇王许村,新郑市龙湖镇王许惠农支付服务点,41010003,600003530,2015/1/14 0:00,2015/1/14 0:00,中国银行,914,7230425.64,7910.750153,龙湖镇王许,1000,4000,正式运营
江苏省常州市金坛市尧塘镇南汤村,常州市金坛市尧塘镇南汤村,32040003,600005475,2015/1/14 15:44,2015/1/14 15:44,中国银行,0,0,\N,南汤村,2000,7000,无数据
河南省南阳市邓州市裴营乡寇营村,邓州市裴营乡寇营村屈桂华助农金融,41130035,600002732,2015/1/14 15:47,2015/1/14 15:47,中国银行,494,1482628.26,3001.271781,寇营村,800,3500,正式运营
江苏省常州市新北区孟河镇万绥村,常州市新北县孟小河镇万绥村,32040004,600005476,2015/1/14 15:54,2015/1/14 15:54,中国银行,0,0,\N,万绥村,2000,7300,无数据
河南省开封市通许县邸阁乡郝庄村,开封市通许县邸阁乡赫庄村惠农支付服务点,41020159,600003533,2015/1/14 15:59,2015/1/14 15:59,中国银行,317,5023879.43,15848.2001,郝庄村,500,2000,正式运营
河北省沧州市任邱市议论堡乡三杰村,任丘市三杰村,13090273,600001805,2015/1/14 16:01,2015/1/14 16:01,中国银行,326,4400000,13496.93252,任丘市三杰村,400,2000,正式运营
河南省南阳市新野县沙堰镇南村,新野县沙堰镇南新路郭阳阳助农金融,41130036,600002733,2015/1/14 16:02,2015/1/14 16:02,中国银行,305,5118665.36,16782.50938,南村,3000,10000,正式运营
河北省沧州市任邱市于村乡西八方村,于村乡西八方村助农取款点吕翠然,13090276,600001806,2015/1/14 16:05,2015/1/14 16:05,中国银行,170,540000,3176.470588,于村乡西八方村助农取款点吕翠然,400,2000,正式运营
江苏省常州市金坛市建昌镇新河村,常州市金坛市直溪镇新河村,32040005,600005477,2015/1/14 16:06,2015/1/14 16:06,中国银行,0,0,\N,新河村,1634,4600,无数据
江苏省常州市武进区邹区镇戴庄村,武进县邹区戴庄,32040006,600005344,2015/1/14 16:06,2015/1/14 16:06,中国银行,0,0,\N,戴庄村,550,2281,无数据
河北省沧州市任邱市麻家坞乡南马庄村,任丘市麻家坞乡南马庄村,13090280,600001807,2015/1/14 16:11,2015/1/14 16:11,中国银行,118,24540000,207966.1017,南马庄,400,2000,正式运营
