站点地址,站点名称,站点编号,NODE_PARTY_ID,站点加盟日期,银行业务签约日期,签约银行,站点卡数,站点余额,卡均余额,村名,户数,总人口数,标签
山东省青岛市胶州市营海镇营房村,青岛胶州市九龙办事处营房村助农服务点,37020082,600004147,2015/1/4 17:42,2015/1/4 17:42,中国银行,0,214222.52,\N,营房村,1500,5000,正式运营
山东省烟台市莱州市程郭镇三十里堡村,三十里堡村,37060110,600004305,2015/1/4 17:42,2015/1/4 17:42,中国银行,0,0,\N,三十里堡村,580,1260,无数据
山东省烟台市莱州市三山岛街道崔家村,烟台市莱州市金仓街道崔家村助农服务点,37060111,600004306,2014/12/20 0:00,2015/1/4 17:44,中国银行,264,2304478.93,8729.086856,崔家村,1100,3100,正式运营
山东省烟台市莱州市三山岛街道三山岛村,三山岛村,37060112,600004307,2015/1/4 17:46,2015/1/4 17:46,中国银行,0,0,\N,三山岛村,3000,9000,无数据
山东省烟台市莱州市文昌路街道饮马池村,烟台市莱州市文昌街道饮马池村村助农服务点,37060113,600004308,2014/12/13 0:00,2015/1/4 17:48,中国银行,366,2031618.32,5550.869727,饮马池,500,1500,正式运营
山东省德州市齐河县祝阿镇古楼村,谷楼村,37140106,600001693,2015/1/4 17:48,2015/1/4 17:48,中国银行,0,0,\N,谷楼村,360,1500,无数据
河北省石家庄市辛集市田家庄乡彭六佐村,辛集市田家庄乡彭六佐村,13010168,600000602,2015/1/4 17:49,2015/1/4 17:49,中国银行,365,3810000,10438.35616,彭六佐村,1000,4000,正式运营
山东省烟台市莱州市平里店镇婴里村,烟台市莱州市平里店镇助农服务点,37060114,600004309,2015/1/4 17:50,2015/1/4 17:50,中国银行,680,10546729.47,15509.89628,婴里村,720,2600,正式运营
山东省青岛市胶州市里岔镇米家庄村,青岛胶州市里岔镇商业街助农服务点,37020086,600004150,2015/1/4 17:51,2015/1/4 17:51,中国银行,0,3588234.23,\N,米家庄,200,680,非正式运营
山东省威海市乳山市夏村镇黄村,威海市乳山县城北镇黄村助农服务点,37100003,600002484,2015/1/4 17:51,2015/1/4 17:51,中国银行,1,1223.93,1223.93,黄村,600,1800,非正式运营
山东省德州市齐河县胡官屯镇赵官屯镇村,德州市齐河县安头乡鲍官屯助农服务点,37140107,600001694,2015/1/4 17:52,2015/1/4 17:52,中国银行,134,14285.46,106.60791,德州市齐河县安头乡鲍官屯助农服务点,400,1600,非正式运营
山东省烟台市莱州市城港路街道朱由一村,烟台市莱州市城港路街道朱由一村助农服务点,37060115,600004310,2015/1/4 17:53,2015/1/4 17:53,中国银行,97,6200797.03,63925.74258,朱由村,800,2300,非正式运营
山东省德州市齐河县大黄乡生官村,生官村,37140108,600001695,2015/1/4 17:55,2015/1/4 17:55,中国银行,0,0,\N,生官村,300,1200,无数据
山东省菏泽市牡丹区皇镇乡皇镇村,菏泽市牡丹区皇镇乡皇镇村助农服务点,37170056,600005080,2015/1/4 17:55,2015/1/4 17:55,中国银行,293,637589.45,2176.073208,皇镇村,1000,3500,非正式运营
山东省青岛市即墨市鳌山卫镇南选村,青岛即墨鳌山镇南选街村服务点,37020089,600004088,2015/1/4 17:56,2015/1/4 17:56,中国银行,0,3484400,\N,南选村,2000,6000,正式运营
山东省威海市乳山市下初镇西庄村,威海市乳山县下初镇西庄村助农服务点,37100004,600002485,2015/1/4 17:57,2015/1/4 17:57,中国银行,6,9292036.8,1548672.8,西庄,460,1270,正式运营
山东省德州市齐河县焦庙镇季中村,德州市齐河县焦庙镇季中村助农服务点,37140109,600001696,2015/1/4 17:57,2015/1/4 17:57,中国银行,55,359655.14,6539.184364,德州市齐河县焦庙镇季中村助农服务点,400,1500,非正式运营
山东省青岛市胶州市马店镇马店东村,山东省胶州市胶东镇麻东村,37020090,600004153,2015/1/4 17:57,2015/1/4 17:57,中国银行,0,0,\N,麻东村,1000,3000,无数据
山东省烟台市莱州市郭家店镇郭家店村,莱州市郭家店镇街东助农服务点,37060117,600004311,2015/1/4 17:58,2015/1/4 17:58,中国银行,0,0,\N,郭家店村,10000,35000,无数据
山东省烟台市莱州市柞村镇小台头村,烟台市莱州市柞村镇小台头助农服务点,37060118,600004312,2015/1/4 18:00,2015/1/4 18:00,中国银行,189,1424065.88,7534.740106,小台头村,800,2000,非正式运营
山东省德州市齐河县表白寺镇三里村,三元大街,37140110,600001697,2015/1/4 18:00,2015/1/4 18:00,中国银行,0,0,\N,三元大街,300,1200,无数据
山东省威海市乳山市夏村镇东家村,威海市乳山县城北镇东家村助农服务点,37100005,600002486,2015/1/4 18:02,2015/1/4 18:02,中国银行,37,696752.73,18831.15487,东家村,800,2400,正式运营
山东省青岛市即墨市温泉镇东皋玉村,山东省即墨市温泉镇东皋虞村助农服务点,37020092,600004089,2015/1/4 18:02,2015/1/4 18:02,中国银行,0,20200,\N,东皋玉,400,1300,非正式运营
山东省德州市齐河县祝阿镇西北街村,德州市齐河县祝阿镇西北街村助农服务点,37140111,600001698,2015/1/4 18:03,2015/1/4 18:03,中国银行,113,298904.05,2645.168584,德州市齐河县祝阿镇西北街村助农服务点,350,1200,正式运营
山东省德州市临邑县临盘街道办事处前杨村,茄李村,37140113,600001700,2015/1/4 18:07,2015/1/4 18:07,中国银行,0,0,\N,茄李村,350,1200,无数据
山东省青岛市即墨市龙泉镇修家街村,山东省即墨市龙泉镇修家街村,37020095,600004090,2015/1/4 18:08,2015/1/4 18:08,中国银行,0,0,\N,修家街村,500,3000,无数据
山东省青岛市胶州市洋河镇张家村,山东省胶州市里岔镇张应村,37020096,600004157,2015/1/4 18:09,2015/1/4 18:09,中国银行,0,0,\N,张应村,1000,3000,无数据
山东省德州市夏津县双庙镇范楼村,范楼村,37140114,600001701,2015/1/4 18:09,2015/1/4 18:09,中国银行,0,0,\N,范楼村,350,1200,无数据
山东省青岛市胶州市里岔镇谭家一村,山东省胶州市里岔镇谭家村,37020097,600004158,2015/1/4 18:11,2015/1/4 18:11,中国银行,0,0,\N,谭家村,1300,4000,无数据
山东省德州市临邑县临邑镇刘道行村,德州市临邑县临邑镇刘道行村助农服务点,37140115,600001702,2015/1/4 18:12,2015/1/4 18:12,中国银行,35,303317.63,8666.218,德州市临邑县临邑镇刘道行村助农服务点,350,1000,正式运营
山东省德州市武城县李家户乡魏庄村,德州市武城县李家户乡李家户村助农服务点,37140116,600001703,2015/1/4 18:15,2015/1/4 18:15,中国银行,91,794.77,8.733736,德州市武城县李家户乡位庄村助农服务点,350,1200,非正式运营
山东省青岛市即墨市大信镇大金家村,青岛即墨大信镇大金家村服务点,37020099,600004092,2015/1/4 18:19,2015/1/4 18:19,中国银行,0,3060300,\N,大金家,1200,8000,正式运营
河南省三门峡市湖滨区会兴街道会兴村,会兴惠农支付服务点,41120004,600003845,2015/1/4 18:21,2015/1/4 18:21,中国银行,299,3044296.19,10181.59261,湖滨区会兴镇会兴村,2200,8000,正式运营
山东省青岛市即墨市大信镇大信村,青岛即墨大信镇大信村服务点,37020101,600004093,2015/1/4 18:22,2015/1/4 18:22,中国银行,0,4477800,\N,大信村,900,3000,正式运营
山东省德州市武城县杨庄乡魏官屯村,魏官屯,37140118,600001705,2015/1/4 18:22,2015/1/4 18:22,中国银行,0,0,\N,魏官屯,300,1100,无数据
山东省威海市乳山市乳山寨镇赤口村,威海市乳山县乳山寨镇赤家口村助农服务点,37100008,600002489,2015/1/4 18:23,2015/1/4 18:23,中国银行,126,4372366.26,34701.31952,赤家口村,500,1300,正式运营
山东省青岛市即墨市温泉镇社生前集村,青岛市即墨温泉镇社生集村助农服务点,37020103,600004094,2014/12/10 0:00,2015/1/4 18:25,中国银行,0,5517400,\N,社生前集村,600,2800,正式运营
山东省青岛市胶州市北关街道办事处西庸村,山东省胶州市胶北办事处西各村,37020104,600004161,2015/1/4 18:26,2015/1/4 18:26,中国银行,0,0,\N,西各村,500,1500,无数据
山东省德州市武城县武城镇李庄村,德州市武城县四女寺镇李庄村助农服务点,37140120,600001707,2015/1/4 18:27,2015/1/4 18:27,中国银行,199,2499189.57,12558.74156,德州市武城县四女寺镇李庄村助农服务点,350,1200,正式运营
山东省青岛市即墨市龙山街道办事处大留村,青岛市即墨龙山街道办事处大留村助农服务点,37020105,600004095,2015/1/4 18:27,2015/1/4 18:27,中国银行,0,444000,\N,大留村,790,2200,非正式运营
山东省德州市德城区宋官屯镇王庄村,德州市开发区宋官屯镇王庄村助农服务点,37140121,600001708,2015/1/4 18:29,2015/1/4 18:29,中国银行,135,654903.68,4851.13837,德州市开发区宋官屯镇王庄村助农服务点,400,1500,正式运营
山东省德州市德城区二屯镇纪家店村,德州市德城区二屯镇纪店村助农服务点,37140122,600001709,2015/1/4 18:32,2015/1/4 18:32,中国银行,85,65962.92,776.034353,德州市德城区二屯镇纪店村助农服务点,300,1000,非正式运营
山东省德州市德城区运河街道办事处五三村,五三村,37140123,600001710,2015/1/4 18:35,2015/1/4 18:35,中国银行,0,0,\N,五三村,320,1000,无数据
山东省青岛市即墨市移风店镇王家村,山东省即墨市田横镇王村,37020110,600004098,2015/1/4 18:36,2015/1/4 18:36,中国银行,0,0,\N,王村,20000,40000,无数据
山东省德州市禹城市伦镇水坡杨村,水坡杨村,37140124,600001711,2015/1/4 18:37,2015/1/4 18:37,中国银行,0,0,\N,水坡杨村,350,1200,无数据
山东省青岛市胶州市李哥庄镇魏家屯村,青岛市胶州市李哥庄镇魏家屯村助农服务点,37020111,600004164,2015/1/4 18:38,2015/1/4 18:38,中国银行,0,72635.62,\N,魏家屯,1000,3000,正式运营
山东省青岛市即墨市田横镇拖车口村,青岛市即墨田横镇拖车口村助农服务点,37020112,600004099,2015/1/4 18:38,2015/1/4 18:38,中国银行,0,8985200,\N,拖车口村,300,970,正式运营
河北省沧州市黄骅市旧城镇李皮村,黄骅市齐家务乡李村,13090179,600001768,2015/1/4 18:39,2015/1/4 18:39,中国银行,932,3500000,3755.364807,李村,900,4000,正式运营
河北省衡水市冀州市西王镇西罗口村,西王镇西罗口村,13110227,600002198,2015/1/4 18:41,2015/1/4 18:41,中国银行,321,4360000,13582.55452,西罗口村,600,1800,正式运营
山东省青岛市即墨市丰城镇北雄崖所村,青岛市即墨市丰城镇南雄崖所村助农服务点,37020114,600004100,2015/1/4 18:41,2015/1/4 18:41,中国银行,0,1636100,\N,雄崖所村,1100,3000,正式运营
山东省德州市平原县王庙镇张老虎村,德州市平原县王庙镇张老虎村助农服务点,37140127,600001714,2015/1/4 18:45,2015/1/4 18:45,中国银行,100,9521170.19,95211.7019,德州市平原县王庙镇张老虎村助农服务点,350,1200,正式运营
山东省德州市平原县王凤楼镇崔庄村,德州市平原县前曹镇崔魏寨村助农点,37140128,600001715,2015/1/4 18:49,2015/1/4 18:49,中国银行,0,4729297.83,\N,崔寨村,250,1000,正式运营
山东省青岛市即墨市普东镇普西村,山东省即墨市普东镇普西村,37020121,600004102,2015/1/4 18:55,2015/1/4 18:55,中国银行,0,0,\N,普西村,417,1260,无数据
山东省青岛市胶州市胶东镇南庄一村,青岛胶州市胶东办事处南庄助农服务点,37020125,600004172,2014/12/23 0:00,2015/1/4 19:44,中国银行,0,2237027.27,\N,南庄一村,900,1800,正式运营
山东省青岛市胶州市胶北镇东蔡村,山东省胶州市胶北办事处东蔡村,37020126,600004173,2015/1/4 19:47,2015/1/4 19:47,中国银行,0,0,\N,东蔡村,500,2000,无数据
山东省青岛市胶州市胶莱镇小回村,山东省胶州市胶北办事处杏花村,37020127,600004174,2015/1/4 19:49,2015/1/4 19:49,中国银行,0,0,\N,杏花村,800,2500,无数据
山东省烟台市牟平区高陵镇高陵村,高陵村,37060120,600004313,2015/1/4 19:50,2015/1/4 19:50,中国银行,0,0,\N,高陵村,450,1400,无数据
山东省青岛市即墨市刘家庄镇赵戈庄村,山东省即墨市段泊岚镇政府驻地,37020128,600004103,2015/1/4 19:52,2015/1/4 19:52,中国银行,0,0,\N,段泊岚镇政府驻地,2200,6222,无数据
山东省烟台市牟平区观水镇六甲村,六甲村,37060121,600004314,2015/1/4 19:52,2015/1/4 19:52,中国银行,0,0,\N,六甲村,230,700,无数据
山东省烟台市牟平区观水镇五甲村,烟台市牟平区观水镇五甲村助农服务点,37060122,600004315,2015/1/4 19:55,2015/1/4 19:55,中国银行,90,563094.19,6256.602111,五甲,350,1050,正式运营
山东省青岛市即墨市移风店镇东马龙疃村,山东省即墨市移风店镇东马龙疃村,37020132,600004105,2015/1/4 19:58,2015/1/4 19:58,中国银行,0,3177100,\N,东马龙疃村,350,1200,正式运营
山东省青岛市胶州市胶莱镇小高于家村,青岛胶州市胶莱镇小高于家村助农服务点,37020133,600004177,2015/1/4 19:58,2015/1/4 19:58,中国银行,0,916352.89,\N,小高于家村,1300,5000,正式运营
山东省烟台市牟平区武宁镇陡崖子村,烟台市牟平区武宁镇陡崖子村助农服务点,37060123,600004316,2015/1/4 20:01,2015/1/4 20:01,中国银行,101,2650618.91,26243.75158,陡崖子村,600,1600,正式运营
山东省烟台市牟平区大窑镇高家山村,高家塂村,37060124,600004317,2015/1/4 20:04,2015/1/4 20:04,中国银行,0,0,\N,高家塂村,100,300,无数据
山东省青岛市即墨市通济街道办事处赵家岭村,通济街道办赵家岭村,37020138,600004107,2015/1/4 20:07,2015/1/4 20:07,中国银行,0,0,\N,赵家岭村,436,1690,无数据
山东省烟台市牟平区姜格庄镇松岚后村,松岚后村,37060125,600004318,2015/1/4 20:07,2015/1/4 20:07,中国银行,0,0,\N,松岚后村,300,900,无数据
山东省烟台市牟平区龙泉镇星石泊村,星石泊村,37060126,600004319,2015/1/4 20:09,2015/1/4 20:09,中国银行,0,0,\N,星石泊村,900,2000,无数据
山东省烟台市牟平区玉林店镇石沟村,烟台市牟平区玉林店镇石沟村助农服务点,37060127,600004320,2015/1/4 20:11,2015/1/4 20:11,中国银行,162,995289.77,6143.764012,石沟村,200,600,正式运营
山东省烟台市牟平区观水镇埠后村,烟台市牟平区观水镇埠后村助农服务点,37060128,600004321,2015/1/4 20:13,2015/1/4 20:13,中国银行,202,2969436.51,14700.18074,埠后村,400,1300,正式运营
山东省青岛市即墨市田横镇周戈庄村,青岛市即墨田横镇周戈庄村助农服务点,37020142,600004108,2015/1/4 20:13,2015/1/4 20:13,中国银行,0,2485600,\N,田横镇周戈庄村,900,2700,正式运营
山东省烟台市牟平区玉林店镇沙子村,烟台市昆嵛区昆嵛镇沙子村助农服务点,37060130,600004322,2015/1/4 20:19,2015/1/4 20:19,中国银行,132,1652999.27,12522.72174,沙子村,500,1300,正式运营
山东省青岛市胶州市洋河镇朱季村,洋河镇朱季村,37020147,600004184,2015/1/4 20:21,2015/1/4 20:21,中国银行,0,0,\N,朱季村,600,1800,无数据
山东省青岛市即墨市潮海街道江家西流村,青岛市即墨经济开发区江家西流村助农服务点,37020148,600004111,2015/1/4 20:22,2015/1/4 20:22,中国银行,0,3804000,\N,江家西流村,600,2300,正式运营
山东省烟台市牟平区武宁镇上武宁村,烟台市牟平区武宁镇上武宁村助农服务点,37060132,600004324,2015/1/4 20:24,2015/1/4 20:24,中国银行,154,1543626.44,10023.54831,上武宁村,650,1650,正式运营
山东省青岛市即墨市通济街道办事处西元庄村,青岛即墨通济办事处镇西元庄村服务点,37020150,600004112,2015/1/4 20:27,2015/1/4 20:27,中国银行,0,3315600,\N,西元庄村,9000,30000,正式运营
山东省烟台市福山区回里镇善疃村,善疃村,37060136,600004327,2015/1/4 20:36,2015/1/4 20:36,中国银行,0,0,\N,善疃村,800,2100,无数据
山东省烟台市莱山区解甲庄镇孔辛头村,烟台市莱山区解甲庄镇孔辛头村助农服务站,37060137,600004328,2015/1/4 20:40,2015/1/4 20:40,中国银行,85,1778516.26,20923.72071,孔辛头村,800,1700,非正式运营
山东省烟台市莱山区初家街道蒲昌社区,烟台市莱山开发区管委蒲昌社区助农服务点,37060138,600004329,2015/1/4 20:43,2015/1/4 20:43,中国银行,1,5.99,5.99,蒲昌村,250,650,非正式运营
山东省烟台市牟平区大窑镇董村,烟台市牟平区大窑镇董村助农服务点,37060139,600004330,2015/2/14 0:00,2015/1/4 20:45,中国银行,124,297644.32,2400.357419,董村,300,1000,非正式运营
山东省烟台市莱山区黄海路街道岱山社区,烟台市芝罘区黄务街道办事处蓁山屯助农服务点,37060140,600004331,2015/1/4 20:46,2015/1/4 20:46,中国银行,5,1700018.27,340003.654,莱山社区,5000,15000,非正式运营
山东省烟台市莱山区初家街道东马家都村,东马家都村,37060141,600004332,2015/1/4 20:49,2015/1/4 20:49,中国银行,0,0,\N,东马家都,530,1230,无数据
山东省烟台市莱山区初家街道西马家都村,烟台市莱山开发区管委西马家都村助农服务点,37060142,600004333,2015/1/4 20:51,2015/1/4 20:51,中国银行,28,4249.72,151.775714,西马家都村,500,1400,非正式运营
河南省洛阳市宜阳县丰李镇员庄村,洛阳市洛龙区丰李镇贠庄村惠农服务点,41030001,600003731,2015/1/4 20:52,2015/1/4 20:52,中国银行,1659,16470454.58,9927.941278,员庄村,1700,6500,正式运营
山东省烟台市莱山区滨海路街道杨家台社区,杨家台村,37060143,600004334,2015/1/4 20:53,2015/1/4 20:53,中国银行,0,0,\N,杨家台村,250,500,无数据
山东省烟台市莱山区初家街道宋家庄村,宋家庄村,37060145,600004335,2015/1/4 20:57,2015/1/4 20:57,中国银行,0,0,\N,宋家庄村,800,3000,无数据
山东省烟台市莱山区初家街道宋家庄村,烟台市莱山区滨海办事处德尚世家社区助农服务点,37060146,600004336,2014/12/18 0:00,2015/1/4 20:59,中国银行,110,5388813.37,48989.21246,孙家疃村,400,1000,非正式运营
山东省烟台市莱山区莱山镇北陈家疃村,莱山区北陈家疃村助农服务站,37060147,600004337,2015/1/4 21:02,2015/1/4 21:02,中国银行,1,1,1,北陈家疃村,600,1700,非正式运营
山东省烟台市莱山区初家街道河东社区,河东村,37060148,600004338,2015/1/4 21:07,2015/1/4 21:07,中国银行,0,0,\N,河东村,1000,2000,无数据
安徽省合肥市肥东县梁园镇东武村,合肥管理部肥东支行梁园镇东武社区助农取款服务点,34010007,600005549,2015/1/4 21:20,2015/1/4 21:20,中国银行,607,6175904.44,10174.4719,东武社区,1000,3029,正式运营
山东省菏泽市鄄城县箕山镇妙屯村,菏泽市鄄城县箕山镇妙屯村助农服务点,37170063,600005087,2015/1/4 21:49,2015/1/4 21:49,中国银行,257,2580932.31,10042.53817,妙屯村,600,2000,正式运营
山东省菏泽市鄄城县什集镇北王召村,菏泽市鄄城县什集镇北王召村,37170072,600005096,2015/1/4 22:24,2015/1/4 22:24,中国银行,248,2211306.34,8916.557823,北王召村,1100,3600,正式运营
山东省菏泽市鄄城县鄄城镇胡窑村,菏泽市鄄城县古泉街道办事处胡窑村助农服务点,37170075,600005099,2015/1/4 22:30,2015/1/4 22:30,中国银行,13,64355.35,4950.411538,胡窑村,1200,4300,非正式运营
山东省菏泽市鄄城县旧城镇姜楼村,菏泽市鄄城县旧城镇姜楼村助农服务点,37170076,600005100,2015/1/4 22:33,2015/1/4 22:33,中国银行,12,173611.36,14467.61333,姜楼村,660,2400,非正式运营
山东省菏泽市鄄城县旧城镇七里庙村,菏泽市鄄城县旧城镇七里庙村助农服务点,37170078,600005102,2015/1/4 22:38,2015/1/4 22:38,中国银行,369,4786850.48,12972.49453,七里庙村,1100,3600,正式运营
山东省烟台市招远市温泉街道西岔河村,西岔河村,37060150,600004340,2015/1/5 7:58,2015/1/5 7:58,中国银行,0,0,\N,西岔河村,250,800,无数据
山东省烟台市招远市毕郭镇岭上村,岭上村,37060151,600004341,2015/1/5 7:59,2015/1/5 7:59,中国银行,0,0,\N,岭上村,450,1400,无数据
山东省烟台市招远市齐山镇张秀家村,张秀家村,37060152,600004342,2015/1/5 8:01,2015/1/5 8:01,中国银行,0,0,\N,张秀家村,200,600,无数据
山东省烟台市招远市毕郭镇毕郭三村,招远市毕郭镇驻地,37060153,600004343,2015/1/5 8:04,2015/1/5 8:04,中国银行,0,0,\N,毕郭三村,150,500,无数据
山东省烟台市招远市梦芝街道十里铺村,十里铺村,37060154,600004344,2015/1/5 8:06,2015/1/5 8:06,中国银行,0,0,\N,十里铺村,500,1500,无数据
山东省烟台市招远市金岭镇山上姜家村,烟台市招远市金岭镇山上姜家村助农服务点,37060155,600004345,2015/1/5 8:08,2015/1/5 8:08,中国银行,0,100000,\N,山上姜家村,200,600,非正式运营
山东省烟台市招远市金岭镇草沟头村,草沟头村,37060156,600004346,2015/1/5 8:11,2015/1/5 8:11,中国银行,0,0,\N,草沟头村,500,1500,无数据
山东省烟台市招远市金岭镇庄头刘家村,辛庄镇驻地,37060157,600004347,2015/1/5 8:15,2015/1/5 8:15,中国银行,0,0,\N,辛庄镇驻地,400,1200,无数据
山东省烟台市招远市张星镇东北冲村,东北村,37060158,600004348,2015/1/5 8:17,2015/1/5 8:17,中国银行,0,0,\N,东北村,350,1000,无数据
山东省烟台市招远市蚕庄镇东曲城村,烟台市招远市蚕庄镇东曲城村助农服务点,37060159,600004349,2015/1/5 8:19,2015/1/5 8:19,中国银行,52,1206.4,23.2,东曲城村,400,1200,正式运营
山东省烟台市招远市玲珑镇龙泉庄村,烟台市招远市玲珑镇龙泉庄村助农服务点,37060160,600004350,2015/1/5 8:21,2015/1/5 8:21,中国银行,102,1912710.28,18752.06157,龙泉庄村,200,600,正式运营
山东省烟台市招远市阜山镇九曲村,九曲村,37060161,600004351,2015/1/5 8:23,2015/1/5 8:23,中国银行,0,0,\N,九曲村,680,2000,无数据
山东省烟台市招远市夏甸镇,招远市夏甸镇驻地,37060163,600004353,2015/1/5 8:28,2015/1/5 8:28,中国银行,0,0,\N,夏甸村,200,600,无数据
山东省烟台市招远市温泉街道单家村,单家村,37060164,600004354,2015/1/5 8:29,2015/1/5 8:29,中国银行,0,0,\N,单家村,300,1000,无数据
山东省烟台市招远市张星镇沟子村,沟子村,37060165,600004355,2015/1/5 8:31,2015/1/5 8:31,中国银行,0,0,\N,沟子村,200,700,无数据
山东省烟台市招远市金岭镇原疃村,原疃村,37060166,600004356,2015/1/5 8:33,2015/1/5 8:33,中国银行,0,160000,\N,原疃村,500,1500,非正式运营
山东省烟台市招远市张星镇小郝家村,烟台市招远市张星镇小郝家村助农服务点,37060167,600004357,2015/1/5 8:35,2015/1/5 8:35,中国银行,0,25322323.88,\N,小郝家村,350,1000,非正式运营
山东省烟台市招远市梦芝街道山口温家村,烟台市招远市梦芝街道办事处山口温家村助农服务点,37060168,600004358,2015/1/5 8:37,2015/1/5 8:37,中国银行,4,2299398.11,574849.5275,山口温家村,260,850,非正式运营
山东省济南市长清区崮云湖街道办事处小崮山村,济南市长清区崮云湖街道办事处小崮山村助农服务点,37010087,600002936,2015/1/5 8:40,2015/1/5 8:40,中国银行,166,1959887.42,11806.55072,小崮山村,500,1899,非正式运营
河南省商丘市宁陵县石桥乡石桥乡王行村,宁陵县石桥乡惠农支付服务点,41140266,600007265,2015/1/5 8:41,2015/1/5 8:41,中国银行,839,1127865.48,1344.297354,石桥镇,3000,12000,正式运营
山东省烟台市招远市阜山镇栾家河村,栾家河村,37060171,600004360,2015/1/5 8:45,2015/1/5 8:45,中国银行,0,2223702.48,\N,栾家河村,500,1500,企业
山东省烟台市招远市夏甸镇臧述庄村,烟台市招远市夏甸镇臧述庄村助农服务点,37060172,600004361,2015/1/5 8:47,2015/1/5 8:47,中国银行,39,100000,2564.102564,臧述庄村,370,1000,非正式运营
山东省烟台市招远市辛庄镇洼孙家村,烟台市招远市辛庄镇洼孙家助农服务点,37060173,600004362,2014/11/20 0:00,2015/1/5 8:49,中国银行,111,3882121.82,34974.07045,洼孙家村,500,1500,正式运营
山东省烟台市招远市夏甸镇西河北村,西北村,37060174,600004363,2015/1/5 8:52,2015/1/5 8:52,中国银行,0,0,\N,西北村,300,900,无数据
山东省烟台市招远市金岭镇光山村,烟台市招远市玲珑镇沟上村助农服务点,37060175,600004364,2015/1/5 8:54,2015/1/5 8:54,中国银行,266,20035195.88,75320.28526,沟上村,310,800,正式运营
山东省烟台市招远市温泉街道郑家村,烟台市招远市玲珑镇机电公司助农服务点,37060176,600004365,2015/3/10 0:00,2015/1/5 8:56,中国银行,176,35048675.7,199140.2028,周家村,300,800,非正式运营
山东省烟台市招远市梦芝街道后夼村,烟台市招远市梦芝办后夼村助农服务点,37060177,600004366,2015/1/5 8:58,2015/1/5 8:58,中国银行,53,2233992.97,42150.81076,后夼村,300,800,非正式运营
山东省烟台市招远市齐山镇大原家村,烟台市招远市齐山镇大原家助农服务点,37060178,600004367,2015/1/5 9:00,2015/1/5 9:00,中国银行,120,794037.98,6616.983167,大原家村,400,1200,正式运营
山东省烟台市招远市大秦家镇庞家村,庞家村,37060179,600004368,2015/1/5 9:02,2015/1/5 9:02,中国银行,0,0,\N,庞家村,320,800,无数据
河北省邢台市沙河市留村乡,邢台经济开发区赵西村,13050074,600002050,2015/1/5 9:03,2015/1/5 9:03,中国银行,273,1760000,6446.886447,赵西村,200,3000,正式运营
山东省烟台市招远市张星镇枣林姜家村,烟台市招远市张星镇枣林姜家助农服务点,37060180,600004369,2015/1/26 0:00,2015/1/5 9:04,中国银行,100,53066305.1,530663.051,枣林姜家村,200,600,正式运营
山东省烟台市招远市张星镇宅科村,烟台市招远市张星镇宅科村助农服务点,37060181,600004370,2015/1/21 0:00,2015/1/5 9:07,中国银行,135,7653017.78,56689.02059,宅科村,300,800,正式运营
山东省烟台市招远市阜山镇大高家村,烟台市招远市阜山镇大高家村助农服务点,37060182,600004371,2015/1/5 9:10,2015/1/5 9:10,中国银行,140,30654.45,218.960357,大高家村,300,800,正式运营
河南省商丘市虞城县刘店乡刘店村,虞城县刘店惠农支付服务点,41140274,600007273,2015/1/5 9:12,2015/1/5 9:12,中国银行,0,0,\N,刘店乡,160,20000,无数据
河南省商丘市永城市城厢乡李林村,永城市城厢乡李林村汉源社区朱建国助农金融,41140275,600007274,2015/1/5 9:12,2015/1/5 9:12,中国银行,1009,1780607.2,1764.724678,李林村,1700,50000,正式运营
山东省烟台市招远市阜山镇,烟台市招远市阜山镇闫家村助农服务点,37060183,600004372,2015/1/5 9:13,2015/1/5 9:13,中国银行,58,1617846.75,27893.90948,闫家村,350,1000,正式运营
山东省烟台市招远市大秦家镇东于家村,烟台市招远市大秦家街道办事处东于家助农服务点,37060184,600004373,2015/3/9 0:00,2015/1/5 9:15,中国银行,114,306133.83,2685.384474,东于家村,400,1000,正式运营
山东省烟台市招远市张星镇圈子村,烟台市招远市张星镇圈子村助农服务点,37060186,600004374,2015/1/5 9:19,2015/1/5 9:19,中国银行,40,0,0,圈子村,320,1000,非正式运营
山东省滨州市邹平县黄山街道办事处东杨堤村,滨州市邹平县黄山街道办事处东杨堤村助农服务点,37160002,600004550,2015/1/5 9:19,2015/1/5 9:19,中国银行,232,5355614.38,23084.54474,东杨堤村,800,2000,正式运营
山东省威海市乳山市城区街道办事处石村,威海市乳山县夏村镇石村助农服务点,37100012,600002491,2015/1/5 9:20,2015/1/5 9:20,中国银行,127,5805722.69,45714.35189,石村,1000,3000,正式运营
山东省滨州市邹平县黛溪街道办事处马庄村,滨州市邹平县黛溪街道办事处马庄村助农服务点,37160003,600004551,2015/1/5 9:21,2015/1/5 9:21,中国银行,527,4192365.19,7955.152163,马庄村,500,1500,正式运营
山东省烟台市招远市金岭镇山上李家村,山上李家村,37060187,600004375,2015/1/5 9:21,2015/1/5 9:21,中国银行,0,0,\N,山上李家村,420,1100,无数据
山东省烟台市招远市罗峰街道西坞党村,烟台市招远市罗峰办事处西坞党村助农服务点,37060188,600004376,2015/1/5 9:24,2015/1/5 9:24,中国银行,56,3640005.97,65000.10661,西坞党村,300,1000,正式运营
