省,村名,站点,编号,签约时间,开业时间,银行,卡数,存款数,卡均
河北省,衡水市枣强县嘉会镇嘉会镇马田村,嘉会镇马田村,13110025,2013/10/30 11:38,2013/10/8 0:00,中国银行,228,2412050,10579.16667
河北省,衡水市武强县街关镇郑家,武强县街关镇郑家村,13110030,2013/10/30 14:13,2014/1/23 0:00,中国银行,154,1307203.6,8488.335065
河北省,衡水市安平县大何庄乡长汝,大何庄乡长汝村,13110031,2013/10/30 14:44,,中国银行,462,2820340.5,6104.633117
河北省,衡水市安平县南王庄镇南王庄,南王庄镇南王庄村,13110032,2013/10/30 14:55,2013/11/26 0:00,中国银行,673,10974796,16307.27489
河北省,衡水市武强县豆村乡南孙庄,武强县豆村乡南孙庄村,13110033,2013/10/30 15:25,,中国银行,145,805376.2,5554.318621
河北省,衡水市武强县北代乡北平都,武强县北代乡北平都村,13110034,2013/10/30 15:41,2014/1/28 0:00,中国银行,391,960472.06,2456.450281
河北省,衡水市武强县周家窝乡大段庄村,衡水武强县周窝镇大段庄村,13110035,2013/10/30 16:16,2014/1/24 0:00,中国银行,220,1045063.3,4750.287727
河北省,衡水市武强县豆村乡大杨庄村,衡水武强县豆村乡大杨庄村,13110036,2013/10/30 16:50,2014/1/26 0:00,中国银行,301,1642957.1,5458.329236
河北省,衡水市武强县孙庄乡张法台村,衡水武强县孙庄乡张法台村,13110037,2013/10/30 18:10,2014/1/20 0:00,中国银行,290,1731658.2,5971.235172
河北省,衡水市武强县孙庄乡西王庄,衡水武强县孙庄乡西王庄村,13110038,2013/10/31 9:04,2014/1/28 0:00,中国银行,561,891076.1,1588.370945
河北省,石家庄市鹿泉市李村镇北许营,鹿泉区李村镇北许营村,13010001,2013/11/1 8:39,2013/5/1 0:00,中国银行,353,2943019,8337.164306
河北省,衡水市阜城县古城镇柳树高,阜城县古城镇柳树高村,13110044,2013/11/1 0:00,,中国银行,68,833046.75,12250.6875
河北省,衡水市阜城县阜城镇八里屯,衡水阜城八里屯,13110054,2013/11/1 0:00,,中国银行,473,20972074,44338.42283
河北省,衡水市枣强县枣强镇枣强县枣强镇范庄村,枣强县枣强镇范庄村,13110057,2013/11/4 0:00,,中国银行,2,162864.69,81432.345
河北省,衡水市枣强县肖张镇肖张镇后河村,肖张镇后河村,13110064,2013/11/4 14:37,2013/12/8 0:00,中国银行,165,361302.44,2189.711758
河北省,衡水市饶阳县留楚乡西段村,饶阳县留楚乡西段村,13110073,2013/11/5 8:47,2013/10/24 0:00,中国银行,1129,3263094.2,2890.251727
河北省,衡水市饶阳县大官亭乡段庄村,饶阳县官亭镇段庄村,13110075,2013/11/5 14:13,2013/10/25 0:00,中国银行,219,2067695.8,9441.533333
河北省,衡水市饶阳县大官亭乡西岐河,饶阳县官亭镇西岐河村,13110076,2013/11/5 15:20,2013/11/24 0:00,中国银行,215,1418508.2,6597.712558
河北省,衡水市冀州市码头李镇东羡,码头李镇东羡村,13110077,2013/11/6 10:41,,中国银行,251,540665.5,2154.045817
河北省,衡水市饶阳县大官亭乡李岗村,饶阳县官亭镇李岗村,13110080,2013/11/6 14:22,,中国银行,483,1763904,3651.975155
河北省,衡水市饶阳县大尹村镇大尹村,饶阳县大尹村镇大尹村,13110081,2013/11/6 16:36,2013/9/28 0:00,中国银行,1106,3372171.8,3048.979928
河北省,衡水市枣强县肖张镇肖张镇程杨村,肖张镇程杨村,13110085,2013/11/7 14:01,2014/3/26 0:00,中国银行,655,4537119.5,6926.9
河北省,衡水市景县北留智镇第三排村,景县北留智镇第三前排村,13110086,2013/11/9 8:36,2014/5/31 0:00,中国银行,124,584292.56,4712.036774
河北省,衡水市景县北留智镇常东,景县北留智常庄科东村,13110087,2013/11/9 0:00,,中国银行,418,3683365.8,8811.879904
河北省,衡水市冀州市码头李镇烟家雾村,码头李镇烟家雾村,13110088,2013/11/11 10:26,,中国银行,265,711436,2684.664151
河北省,衡水市冀州市徐家庄乡徐庄乡庄子头村,徐庄乡庄子头村,13110089,2013/11/11 10:52,2014/3/16 0:00,中国银行,308,7564522,24560.13636
河北省,衡水市桃城区郑家河沿镇南沼,桃城区河沿镇南沼村,13110090,2013/11/12 8:50,,中国银行,592,16335102,27593.0777
河北省,衡水市深州市唐奉镇黄疃,唐奉镇黄疃村,13110095,2013/11/20 11:43,,中国银行,166,747227.9,4501.372892
河北省,衡水市深州市护驾迟镇西王庄,护迟镇西王庄,13110098,2013/11/20 14:46,,中国银行,106,809696.8,7638.649057
河北省,衡水市深州市唐奉镇大疃新村,唐奉镇大疃新村,13110099,2013/11/20 14:50,,中国银行,547,4257942.5,7784.172761
河北省,衡水市深州市大冯营乡中李,大冯营乡中李村,13110103,2013/11/21 9:16,2014/3/30 0:00,中国银行,241,1588514.8,6591.347718
河北省,衡水市阜城县漫河乡许家铺村,衡水阜城县漫河乡许家铺村,13110108,2013/12/5 0:00,,中国银行,345,1548520.2,4488.464348
河北省,衡水市深州市深州镇礼门寺,深州镇礼门寺村,13110111,2013/12/5 16:55,2013/7/10 0:00,中国银行,132,946474.3,7170.259848
河北省,衡水市深州市唐奉镇里边营,唐奉镇里边营,13110112,2013/12/5 17:02,,中国银行,170,1652717.5,9721.867647
河北省,衡水市深州市东安庄乡东安庄乡西阳台村,衡水深州西阳台,13110114,2013/12/9 16:07,,中国银行,0,0,\N
河北省,衡水市深州市穆村乡庄火头,穆村乡庄火头村,13110115,2013/12/9 16:35,,中国银行,371,6797045.5,18320.87736
河北省,衡水市武强县北代乡张北召什,衡水武强县北代乡张北召什村,13110116,2013/12/9 17:15,2014/1/20 0:00,中国银行,252,1846301.9,7326.594841
河北省,沧州市盐山县千童镇南街,盐山县千童镇南街村,13090001,2013/12/17 9:01,2013/12/5 0:00,中国银行,475,3076316.8,6476.456421
河北省,衡水市枣强县唐林乡唐林治江农资,唐林治江农资,13110117,2013/12/17 11:31,2014/3/28 0:00,中国银行,98,54474.37,555.860918
河北省,衡水市桃城区邓家庄乡大葛村,衡水桃城区大葛村,13110118,2013/12/20 0:00,,中国银行,151,1627093.1,10775.45099
河北省,衡水市武邑县韩庄镇大赵村,韩庄镇大赵村,13110119,2013/12/20 14:05,,中国银行,297,519527.06,1749.24936
河北省,衡水市武邑县肖桥头镇青塚村,桥头镇青塚村,13110120,2013/12/25 15:56,,中国银行,149,174791.75,1173.098993
河北省,衡水市冀州市冀州镇黄沙村,冀州镇黄沙村,13110123,2013/12/26 10:59,,中国银行,635,4342432.5,6838.476378
河北省,张家口市蔚县宋家庄镇上苏庄,蔚县宋家庄镇上苏庄村,13070001,2013/12/26 11:53,,中国银行,361,618962.5,1714.577562
河北省,张家口市蔚县代王城镇张中堡,蔚县代王城镇张中堡村,13070002,2013/12/26 13:52,,中国银行,493,3679232.2,7462.945639
河北省,沧州市盐山县圣佛镇西圣佛,盐山县圣佛镇西圣佛村,13090002,2013/12/26 16:08,2013/11/28 0:00,中国银行,1733,10972255,6331.364686
河北省,沧州市泊头市王武庄乡王武村,泊头市王武镇王武村,13090004,2013/12/27 13:48,2013/12/26 0:00,中国银行,326,21600336,66258.69939
河北省,沧州市东光县于桥乡桐梨村,任丘市北汉乡前桐梨村,13090007,2013/12/27 14:18,2013/12/27 0:00,中国银行,130,431264.72,3317.420923
河北省,沧州市任邱市苟各庄镇郑召村,任丘市苟各庄镇郑召村,13090008,2013/12/27 14:38,2013/12/20 0:00,中国银行,136,1894010.8,13926.55
河北省,沧州市沧县旧州镇东庞河村,沧县旧州镇东庞河村,13090009,2013/12/27 14:58,2013/12/13 0:00,中国银行,207,2351824.5,11361.47101
河北省,沧州市河间市瀛州镇林豆万村,河间市瀛州镇林豆万村,13090010,2013/12/27 15:21,2014/1/17 0:00,中国银行,321,741657.2,2310.458567
河北省,张家口市蔚县北水泉镇北马圈村,蔚县北水泉镇北马圈村,13070003,2013/12/31 11:34,,中国银行,574,2225106,3876.491289
河北省,邯郸市永年县西苏乡永年方头固村,永年县西苏乡方头固村,13040005,2014/1/1 22:01,2014/1/9 0:00,中国银行,250,8966401,35865.604
河北省,邯郸市永年县西苏乡双陵村,永年县西苏乡双陵村,13040006,2014/1/1 22:02,2014/1/9 0:00,中国银行,886,6993575.5,7893.426072
河北省,沧州市孟村回族自治县牛进庄乡塔上村,孟村县牛进庄乡塔上村,13090013,2014/1/1 22:44,2013/12/18 0:00,中国银行,190,1896587.1,9982.037368
河北省,沧州市孟村回族自治县宋庄子乡东宋村,孟村县宋庄子乡东宋村,13090014,2014/1/1 23:08,2013/12/19 0:00,中国银行,365,3510968,9619.090411
河北省,沧州市南皮县南皮镇西街,南皮县寨子镇西街村,13090015,2014/1/1 23:16,2013/12/23 0:00,中国银行,585,8589328,14682.61197
安徽省,滁州市明光市张八岭镇老三界,明光市三界镇三界村福乐家便利店,34110001,2014/1/2 10:47,,建设银行,313,2113273.5,6751.672524
河北省,沧州市孟村回族自治县宋庄子乡张院村,孟村县宋庄子乡张院村,13090016,2014/1/2 11:14,2013/12/26 0:00,中国银行,107,1090703.4,10193.48972
河北省,沧州市盐山县小营乡小庄村,盐山县小庄乡南徐小庄村,13090017,2014/1/2 13:19,2013/12/11 0:00,中国银行,467,3787032.8,8109.277944
河北省,沧州市青县农场虚拟乡农场三分场,青县国营农场第三分场,13090018,2014/1/2 13:51,2013/12/2 0:00,中国银行,605,11897373,19665.07934
河北省,沧州市青县清州镇罗家店,青县清州镇罗家店村,13090019,2014/1/2 15:04,2014/1/22 0:00,中国银行,600,14092632,23487.72
河北省,沧州市青县上伍乡欧辛庄,青县欧辛庄村,13090022,2014/1/4 0:00,,中国银行,315,2217561,7039.87619
河北省,沧州市青县上伍乡清河庄村,青县上伍乡清和庄村,13090023,2014/1/4 0:00,,中国银行,147,1831796.6,12461.20136
河北省,沧州市青县金牛镇觉道庄村,青县金牛镇觉道庄村,13090024,2014/1/4 0:00,,中国银行,203,3205538.2,15790.82857
河北省,沧州市青县木门店镇崇仙村,青县崇仙,13090025,2014/1/4 0:28,2014/1/30 0:00,中国银行,253,1529313.9,6044.718972
河北省,沧州市献县河城街镇小屯村,献县河城街镇小屯村,13090026,2014/1/4 10:02,2014/1/24 0:00,中国银行,682,3293907.8,4829.776833
河北省,沧州市黄骅市常郭乡李子札村,黄骅市常郭镇李子札村,13090027,2014/1/4 10:03,2013/12/30 0:00,中国银行,902,24838986,27537.67849
河北省,沧州市黄骅市港城开发区新村乡冯家堡村,沧州市渤海新区冯家堡村,13090028,2014/1/4 10:04,2014/1/4 0:00,中国银行,220,16487913,74945.05909
河北省,沧州市青县清州镇耿官屯,青县清州镇耿官屯村,13090029,2014/1/4 0:00,,中国银行,765,24530912,32066.55163
河北省,邯郸市武安市石洞乡青烟寺村,武安市石洞乡青烟寺村,13040007,2014/1/6 0:09,2014/1/10 0:00,中国银行,270,16641600,61635.55556
河北省,邯郸市峰峰矿区临水镇西泉头村,峰峰矿区临水镇西泉头,13040008,2014/1/6 8:48,2014/1/19 0:00,中国银行,1698,62099508,36572.14841
河北省,邯郸市成安县商城镇秦连庄村,成安县商城镇秦连庄,13040009,2014/1/6 8:49,2014/1/10 0:00,中国银行,243,1227780.2,5052.593416
河北省,衡水市桃城区彭杜村乡刘家南田村,桃城区彭杜乡刘家南田村,13110124,2014/1/7 14:31,,中国银行,336,10140726,30180.73214
河北省,沧州市海兴县辛集镇辛集村,海兴县辛集镇辛集村,13090030,2014/1/8 10:50,2014/1/8 0:00,中国银行,605,7693111,12715.88595
河北省,衡水市冀州市徐家庄乡北褚宜,徐庄乡北褚宜村,13110125,2014/1/8 14:41,2013/10/13 0:00,中国银行,373,2768754.5,7422.934316
河北省,衡水市冀州市南午村镇赵伯舍,南午村镇赵伯舍村,13110127,2014/1/8 14:48,2013/12/8 0:00,中国银行,243,2707086.8,11140.2749
河北省,衡水市冀州市徐家庄乡东千家村,徐庄乡东千村,13110128,2014/1/8 14:51,2013/9/30 0:00,中国银行,447,7006021.5,15673.42617
河北省,衡水市冀州市南午村镇大伯舍,南午村镇大伯舍村,13110129,2014/1/8 14:52,2013/10/9 0:00,中国银行,196,1271709.1,6488.311735
河北省,衡水市冀州市冀州镇圭庄,官道李镇圭庄村,13110130,2014/1/8 14:53,2013/10/30 0:00,中国银行,131,786650.5,6004.965649
河北省,衡水市冀州市官道李镇范家庄村,官道李镇范家庄村,13110131,2014/1/8 14:54,2013/10/27 0:00,中国银行,300,5007673,16692.24333
河北省,衡水市冀州市冀州镇宋寨村,冀州镇宋家寨村,13110132,2014/1/8 14:55,2013/12/11 0:00,中国银行,0,0,\N
河北省,衡水市冀州市北漳淮乡西南王村,北漳淮乡西南王村,13110133,2014/1/8 14:57,2013/12/15 0:00,中国银行,367,1314381.2,3581.420163
河北省,衡水市冀州市南午村镇燕家庄,南午村镇燕家庄,13110134,2014/1/8 16:33,2013/12/13 0:00,中国银行,151,739268.9,4895.82053
河北省,衡水市冀州市小寨乡小寨村,小寨乡小寨村,13110135,2014/1/8 16:36,,中国银行,150,1454767.5,9698.45
河北省,衡水市饶阳县大尹村镇大王庄村,饶阳县大尹村镇大王庄村,13110138,2014/1/8 16:52,,中国银行,455,1333579.2,2930.943297
河北省,衡水市饶阳县五公镇五公村,饶阳县五公镇五公村,13110139,2014/1/8 16:53,2013/12/5 0:00,中国银行,235,1739623.4,7402.652766
河北省,衡水市饶阳县留楚乡大齐村,饶阳县留楚乡大齐村,13110140,2014/1/8 16:56,2014/4/2 0:00,中国银行,244,4815037.5,19733.76025
河北省,衡水市饶阳县留楚乡合我村,饶阳县留楚乡合我村,13110141,2014/1/8 16:57,,中国银行,71,697624.4,9825.695775
河北省,衡水市景县北留智镇赵桥村,景县北留智镇赵桥村,13110143,2014/1/8 18:21,2014/6/1 0:00,中国银行,177,310954.7,1756.806215
河北省,衡水市枣强县枣强镇崔村铺村,枣强镇崔村铺,13110144,2014/1/8 19:10,2014/3/20 0:00,中国银行,425,4783604.5,11255.54
河北省,衡水市枣强县张秀屯乡大张庄村,张秀屯镇大张庄村,13110084,2013/11/7 13:53,,中国银行,334,4943230,14800.08982
河北省,沧州市孟村回族自治县孟村镇自来屯北街,孟村县孟村镇自来屯北街,13090032,2014/1/9 19:23,2014/1/10 0:00,中国银行,317,38504608,121465.6404
河北省,沧州市黄骅市羊三木乡刘皮庄村,黄骅市羊三木乡刘皮庄村,13090033,2014/1/9 19:31,2014/1/18 0:00,中国银行,526,3918234,7449.114068
河北省,邯郸市磁县磁州镇张庄村,磁县磁州镇张庄村,13040011,2014/1/9 22:26,2014/1/13 0:00,中国银行,196,4002425.5,20420.53827
河北省,邯郸市磁县西固义乡徐家沟二街村,磁县西固义乡徐家沟二村,13040012,2014/1/9 22:27,2014/1/13 0:00,中国银行,255,14494377,56840.69412
河北省,沧州市泊头市寺门村镇韩集村,泊头市寺门村镇韩集村,13090034,2014/1/10 9:48,2014/1/10 0:00,中国银行,207,587181.5,2836.625604
河北省,沧州市青县上伍乡小许庄村,青县上伍乡小许庄村,13090037,2014/1/10 0:00,,中国银行,118,657631.25,5573.146186
河北省,沧州市青县清州镇泉流庄村,青县清州镇泉流庄村,13090038,2014/1/10 21:55,2014/1/9 0:00,中国银行,638,6465182,10133.51411
河北省,沧州市东光县找王镇大曹村,东光县找王镇大曹村,13090040,2014/1/11 11:45,2013/12/23 0:00,中国银行,164,3102603.5,18918.31402
河北省,邯郸市邯郸县河沙镇镇南泊村,邯郸县河砂镇南泊村,13040013,2014/1/14 13:13,2014/1/16 0:00,中国银行,641,7394736,11536.24961
河北省,沧州市吴桥县安陵镇南魏村,吴桥县安陵镇南魏村,13090042,2014/1/15 23:16,2014/1/18 0:00,中国银行,295,3260199.8,11051.52475
河北省,沧州市黄骅市滕庄子乡朱里口村,黄骅市滕庄子朱里口,13090043,2014/1/15 23:25,2014/1/21 0:00,中国银行,438,3211653,7332.541096
河北省,沧州市沧县汪家铺乡杨桥村,沧县汪家铺乡杨桥村,13090044,2014/1/15 23:34,,中国银行,259,2649880.2,10231.19768
河北省,邯郸市临漳县张村集乡黄凯河村,临漳县张村集乡黄开河村,13040016,2014/1/16 7:55,2014/1/16 0:00,中国银行,0,0,\N
河北省,衡水市冀州市小寨乡北大方村,小寨乡北大方村,13110145,2014/1/16 9:54,2013/12/16 0:00,中国银行,47,261866.45,5571.626596
河北省,沧州市海兴县青锋农场青锋农场,海兴县青锋农场,13090045,2014/1/17 10:32,2014/1/17 0:00,中国银行,228,8170038,35833.5
河北省,衡水市饶阳县留楚乡北空城村,饶阳县合方区北空城村,13110146,2014/1/17 11:46,,中国银行,697,1030076.1,1477.871019
河北省,衡水市深州市东安庄乡西安庄,东安庄乡西安庄村,13110147,2014/1/17 13:23,2013/9/10 0:00,中国银行,564,3823308.5,6778.91578
安徽省,滁州市定远县七里塘乡孙集街道,杨开锋通讯服务部,34110003,2014/1/18 9:54,,建设银行,297,209401.56,705.055758
河北省,沧州市黄骅市官庄乡吕郭庄村,黄骅市官庄乡吕郭庄村,13090046,2014/1/19 0:00,,中国银行,204,27439.3,134.506373
河北省,沧州市南皮县潞灌乡焦山寺村,南皮县潞灌乡焦山寺村,13090047,2014/1/19 23:45,2014/1/21 0:00,中国银行,432,3097545.5,7170.244213
河北省,沧州市南皮县潞灌乡凤翔村,南皮县潞灌乡凤翔村,13090048,2014/1/19 23:58,2014/1/26 0:00,中国银行,109,937258.44,8598.701284
河北省,邯郸市邯山区北张庄镇大隐豹村,邯郸县北张庄镇大隐豹村,13040017,2014/1/20 21:22,2014/1/21 0:00,中国银行,548,2495650.2,4554.106204
河北省,沧州市任邱市开发区管理委员会八里屯村,开发区八里屯助农取款点,13090049,2014/1/22 9:35,2014/1/19 0:00,中国银行,545,29835858,54744.69358
河北省,沧州市沧县仵龙堂乡王官屯村,沧县仵龙堂乡王官屯村,13090050,2014/1/23 13:36,2014/1/26 0:00,中国银行,119,2556405.5,21482.39916
河北省,邯郸市成安县商城镇义井庄村,成安县商城镇义井庄,13040020,2014/1/24 8:38,2014/1/13 0:00,中国银行,143,1141649.9,7983.565734
河北省,沧州市青县清州镇刘缺屯村,青县清州镇刘缺屯村,13090051,2014/1/24 0:00,,中国银行,103,1109523.1,10772.06893
河北省,邯郸市磁县时村营乡时村营村,磁县时村营乡时村营村,13040023,2014/1/24 16:12,,中国银行,534,3413508.2,6392.337453
河北省,邯郸市磁县讲武城镇申庄村,磁县申庄乡申庄村,13040025,2014/1/24 20:46,2014/3/19 0:00,中国银行,263,1799301.5,6841.45057
河北省,邯郸市磁县花官营乡东城营村,磁县花官营镇花官营村,13040026,2014/1/24 20:47,2014/6/15 0:00,中国银行,867,3628248.8,4184.831373
河北省,沧州市泊头市洼里王镇贾庄村,泊头市郝村镇贾庄村,13090053,2014/1/24 23:18,2014/2/21 0:00,中国银行,295,5435678,18426.02712
河北省,沧州市泊头市文庙镇滑庄村,泊头市文庙镇滑庄村,13090055,2014/1/24 23:33,2014/3/20 0:00,中国银行,136,282073.12,2074.067059
河北省,沧州市任邱市苟各庄镇枣林庄二村,任丘市苟各庄镇枣林庄村,13090056,2014/1/24 23:38,2013/1/27 0:00,中国银行,128,1863689,14560.07031
河北省,沧州市孟村回族自治县宋庄子乡东姜官屯,孟村县宋庄子东姜官屯,13090057,2014/1/24 23:42,2014/1/20 0:00,中国银行,378,11020261,29154.12963
河北省,沧州市任邱市吕公堡镇毕村,任丘市吕公堡镇毕村,13090058,2014/1/24 23:48,,中国银行,93,1069820.4,11503.44516
河北省,沧州市沧县风化店乡大白头村,沧县风化店乡大白头村,13090059,2014/1/24 23:52,2014/2/21 0:00,中国银行,225,2236690.8,9940.848
河北省,沧州市孟村回族自治县新县镇大堤东村,孟村县新县镇堤东村,13090062,2014/1/25 19:56,2014/4/23 0:00,中国银行,160,5308525,33178.28125
河北省,沧州市黄骅市官庄乡孔家庄村,中捷产业园区孔家庄,13090064,2014/1/25 0:00,,中国银行,329,4751013,14440.769
河北省,沧州市青县马厂镇王维官屯村,青县马厂镇王维屯村,13090065,2014/1/25 20:19,2014/3/4 0:00,中国银行,162,792952.06,4894.765802
河北省,沧州市吴桥县铁城镇双刘店村,吴桥县铁城镇双刘店村,13090066,2014/1/25 21:00,2014/3/20 0:00,中国银行,206,2591979,12582.42233
河北省,沧州市青县马厂镇刘世印屯村,青县马厂镇刘世印屯,13090068,2014/1/26 0:06,,中国银行,1730,3385416.2,1956.887977
河北省,沧州市黄骅市国营中捷农场虚拟乡南排河,黄骅市南排河镇居委会,13090069,2014/1/26 10:55,2014/1/26 0:00,中国银行,848,9915046,11692.27123
河北省,沧州市黄骅市黄骅镇后街村,黄骅市黄骅镇后街村,13090070,2014/1/26 0:00,,中国银行,368,16256627,44175.61685
河北省,沧州市孟村回族自治县宋庄子乡许村,孟村县宋庄子乡许村,13090071,2014/1/26 14:23,2014/1/14 0:00,中国银行,536,1471061.1,2744.516978
河北省,张家口市蔚县代王城镇代王城镇石家庄村,蔚县代王城镇石家庄村,13070005,2014/1/26 21:57,,中国银行,205,409683.1,1998.454146
河北省,邯郸市成安县长巷乡封边营村,成安县长苑镇封边董,13040029,2014/1/27 10:34,,中国银行,403,3374757,8374.086849
河北省,邯郸市成安县长巷乡吴村,成安县长巷乡吴村,13040030,2014/1/27 10:35,,中国银行,443,6700853.5,15126.08014
河北省,沧州市海兴县赵毛陶乡大张庄村,海兴县赵毛陶乡大张庄村,13090072,2014/1/30 13:35,2014/1/30 0:00,中国银行,108,1234763.9,11432.99907
河北省,邯郸市成安县成安镇北阳村,成安县成安乡北阳村,13040031,2014/2/9 22:08,2014/4/10 0:00,中国银行,463,8357403.5,18050.54752
河北省,邯郸市成安县李家疃镇郑家庄村,成安县李家疃镇郑家庄,13040035,2014/2/9 22:21,,中国银行,270,1337436,4953.466667
河北省,邯郸市成安县道东堡乡大堤西村,成安县道东堡乡大堤西,13040036,2014/2/9 22:23,2014/3/22 0:00,中国银行,585,3518564.2,6014.639658
河北省,沧州市盐山县孟店乡乔庄,盐山县孟店乡乔庄村,13090073,2014/2/11 12:06,2014/2/11 0:00,中国银行,190,528160.44,2779.791789
河北省,邯郸市磁县高臾镇高臾村,磁县高臾镇高臾村,13040037,2014/2/11 20:21,2014/3/19 0:00,中国银行,178,3221469.5,18098.14326
河北省,邯郸市磁县路村营乡路村营村,磁县路村营乡路村营村,13040038,2014/2/11 20:22,,中国银行,680,2742932.8,4033.724706
河北省,邯郸市永年县刘营乡榆林东村,永年县刘营乡榆林村,13040041,2014/2/12 21:23,,中国银行,182,6314404.5,34694.53022
河北省,邯郸市永年县小龙马乡马到固村,永年县小龙马乡马道固村,13040047,2014/2/13 20:59,2014/3/29 0:00,中国银行,195,3523626.5,18069.87949
河北省,沧州市海兴县苏基镇张常丰村,海兴县苏基镇张常丰村,13090074,2014/2/14 0:01,2013/12/20 0:00,中国银行,255,1613574,6327.741176
河北省,沧州市东光县东光镇东安屯村,东光县东光镇东安屯村,13090075,2014/2/14 0:05,2014/1/28 0:00,中国银行,549,10905193,19863.73953
河北省,衡水市深州市东安庄乡西景萌,东安庄乡西景萌,13110150,2014/2/14 11:54,2013/7/2 0:00,中国银行,590,12900852,21865.85085
河北省,衡水市桃城区何家庄乡大屯村,桃城区大屯村,13110151,2014/2/15 11:25,,中国银行,364,20434970,56140.02747
河北省,邯郸市永年县大北汪镇南正里村,永年县大北汪镇南正里村,13040053,2014/2/16 8:55,,中国银行,205,1802610.8,8793.223415
河北省,邯郸市成安县漳河店镇姜营村,成安县漳河店乡姜营村,13040054,2014/2/16 8:56,2014/5/27 0:00,中国银行,212,1082514.8,5106.201887
河北省,邯郸市成安县北乡义乡大寨村,成安县北乡义乡大寨村,13040055,2014/2/16 8:56,2014/5/27 0:00,中国银行,195,1237443.8,6345.865641
河北省,邯郸市邯郸县河沙镇镇北文庄村,邯郸县河沙镇北文庄村,13040061,2014/2/16 21:33,,中国银行,702,6130063,8732.283476
安徽省,滁州市明光市司巷乡司巷,明光市司巷周艳便利店,34110004,2014/2/19 9:33,,建设银行,350,1224984.6,3499.956
河北省,沧州市孟村回族自治县新县镇孙楼,孟村县孟村镇孙家楼村,13090076,2014/2/19 17:33,2014/1/14 0:00,中国银行,207,2577589.2,12452.12174
河北省,邯郸市临漳县称勾集镇称西村,临漳县称勾镇称勾集村,13040065,2014/2/19 19:15,,中国银行,720,1669139.4,2318.249167
河北省,邯郸市邯郸县代召乡贾庄村,邯郸县代召乡贾庄村,13040067,2014/2/19 20:42,,中国银行,347,5368439,15471.00576
